"","State","County","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.for.Sensitive.Groups.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","X90th.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.SO2","Days.PM2.5","Days.PM10"
"926","VA","Hampton City",364,326,38,0,0,0,0,84,51,39,1,6,223,0,134,0
"927","VA","Hanover County",243,216,27,0,0,0,0,90,54,41,0,0,243,0,0,0
"928","VA","Henrico County",363,329,34,0,0,0,0,100,50,37,4,17,302,0,40,0
"929","VA","Hopewell City",57,57,0,0,0,0,0,19,15,8,0,0,0,0,0,57
"930","VA","Loudoun County",337,298,38,1,0,0,0,112,53,37,0,78,211,0,48,0
"931","VA","Lynchburg City",108,107,1,0,0,0,0,55,43,26,0,0,0,0,108,0
"932","VA","Madison County",362,336,26,0,0,0,0,67,50,41,0,0,352,0,10,0
"933","VA","Norfolk City",364,357,7,0,0,0,0,69,36,18,12,250,0,0,101,1
"934","VA","Prince Edward County",358,351,7,0,0,0,0,67,44,35,0,0,358,0,0,0
"935","VA","Prince William County",364,347,17,0,0,0,0,100,48,36,0,119,245,0,0,0
"936","VA","Richmond City",362,311,51,0,0,0,0,95,53,33,2,89,0,0,271,0
"937","VA","Roanoke County",365,329,36,0,0,0,0,71,50,37,0,57,203,0,105,0
"938","VA","Rockbridge County",274,263,11,0,0,0,0,71,46,38,0,0,234,0,40,0
"939","VA","Rockingham County",365,349,16,0,0,0,0,65,48,36,0,94,227,0,44,0
"940","VA","Salem City",118,113,5,0,0,0,0,60,45,26,0,0,0,0,118,0
"941","VA","Stafford County",260,244,16,0,0,0,0,93,49,39,0,0,240,0,0,20
"942","VA","Suffolk City",245,223,22,0,0,0,0,97,50,41,0,0,245,0,0,0
"943","VA","Virginia Beach City",115,106,9,0,0,0,0,66,48,25,0,0,0,0,115,0
"944","VA","Winchester City",57,57,0,0,0,0,0,24,14,8,0,0,0,0,0,57
"945","VA","Wythe County",242,232,10,0,0,0,0,71,48,41,0,0,242,0,0,0
"946","WA","Adams County",360,354,6,0,0,0,0,88,31,13,0,0,0,0,360,0
"947","WA","Asotin County",357,292,64,1,0,0,0,125,60,27,0,0,0,0,357,0
"948","WA","Benton County",364,303,61,0,0,0,0,80,55,37,0,0,158,0,191,15
"949","WA","Chelan County",365,298,66,1,0,0,0,102,56,24,0,0,0,0,365,0
"950","WA","Clallam County",365,341,24,0,0,0,0,70,49,34,0,0,238,0,127,0
"951","WA","Clark County",364,305,58,1,0,0,0,128,58,31,0,0,145,0,219,0
"952","WA","Columbia County",365,340,25,0,0,0,0,68,42,17,0,0,0,0,365,0
"953","WA","Cowlitz County",360,338,22,0,0,0,0,76,45,18,0,0,0,0,360,0
"954","WA","Franklin County",333,314,19,0,0,0,0,71,43,16,0,0,0,0,333,0
"955","WA","Garfield County",358,350,8,0,0,0,0,62,36,17,0,0,0,0,358,0
"956","WA","Grant County",365,339,26,0,0,0,0,67,45,18,0,0,0,0,365,0
"957","WA","Grays Harbor County",352,348,4,0,0,0,0,57,35,20,0,0,0,0,352,0
"958","WA","Jefferson County",365,364,1,0,0,0,0,51,32,19,0,0,0,0,365,0
"959","WA","King County",365,280,85,0,0,0,0,90,60,40,0,65,110,0,190,0
"960","WA","Kitsap County",340,338,2,0,0,0,0,75,35,18,0,0,0,0,340,0
"961","WA","Kittitas County",365,305,60,0,0,0,0,96,56,23,0,0,0,0,365,0
"962","WA","Klickitat County",365,339,26,0,0,0,0,96,45,20,0,0,0,0,365,0
"963","WA","Lewis County",365,343,22,0,0,0,0,62,45,20,0,0,0,0,365,0
"964","WA","Mason County",361,339,22,0,0,0,0,71,43,21,0,0,0,0,361,0
"965","WA","Okanogan County",365,260,105,0,0,0,0,90,64,31,0,0,0,0,365,0
"966","WA","Pierce County",365,285,78,2,0,0,0,142,63,41,0,14,205,0,146,0
"967","WA","San Juan County",112,112,0,0,0,0,0,39,23,16,0,0,0,0,112,0
"968","WA","Skagit County",365,361,4,0,0,0,0,54,36,24,0,0,97,0,268,0
"969","WA","Snohomish County",364,272,91,1,0,0,0,114,67,30,0,0,0,0,364,0
"970","WA","Spokane County",365,301,63,1,0,0,0,107,59,37,0,0,143,0,197,25
"971","WA","Stevens County",365,274,90,1,0,0,0,146,63,28,0,0,0,0,284,81
"972","WA","Thurston County",365,323,42,0,0,0,0,71,52,30,0,0,150,0,215,0
"973","WA","Walla Walla County",365,328,37,0,0,0,0,93,51,21,0,0,0,0,182,183
"974","WA","Whatcom County",365,277,78,10,0,0,0,122,70,34,0,0,55,171,139,0
"975","WA","Whitman County",365,354,11,0,0,0,0,67,38,18,0,0,0,0,365,0
"976","WA","Yakima County",365,227,128,10,0,0,0,127,76,38,0,0,0,0,363,2
"977","WV","Berkeley County",278,252,24,2,0,0,0,127,50,40,0,0,224,0,54,0
"978","WV","Brooke County",365,317,45,3,0,0,0,112,53,24,0,0,0,149,114,102
"979","WV","Cabell County",275,255,20,0,0,0,0,71,49,39,0,0,216,0,59,0
"980","WV","Gilmer County",336,333,3,0,0,0,0,58,44,32,0,0,336,0,0,0
"981","WV","Greenbrier County",242,222,20,0,0,0,0,84,50,42,0,0,242,0,0,0
"982","WV","Hancock County",365,330,35,0,0,0,0,93,50,37,0,0,228,82,33,22
"983","WV","Harrison County",111,101,10,0,0,0,0,59,49,31,0,0,0,0,111,0
"984","WV","Kanawha County",365,314,51,0,0,0,0,93,54,40,18,0,240,3,104,0
"985","WV","Marion County",99,87,12,0,0,0,0,61,54,31,0,0,0,0,99,0
"986","WV","Marshall County",354,326,28,0,0,0,0,77,45,7,0,0,0,236,118,0
"987","WV","Mason County",360,352,6,2,0,0,0,105,26,3,0,0,0,360,0,0
"988","WV","Mineral County",344,321,10,12,1,0,0,161,31,3,0,0,0,344,0,0
"989","WV","Monongalia County",364,337,27,0,0,0,0,74,49,36,0,0,226,87,51,0
"990","WV","Ohio County",283,249,34,0,0,0,0,71,52,41,0,0,230,0,53,0
"991","WV","Tucker County",362,349,13,0,0,0,0,61,47,35,0,0,355,0,7,0
"992","WV","Wood County",364,333,31,0,0,0,0,87,49,35,0,0,226,88,50,0
"993","WI","Ashland County",364,343,21,0,0,0,0,78,47,34,0,0,313,0,51,0
"994","WI","Brown County",365,314,51,0,0,0,0,97,52,35,0,0,168,4,193,0
"995","WI","Columbia County",192,184,8,0,0,0,0,71,46,37,0,0,192,0,0,0
"996","WI","Dane County",365,287,78,0,0,0,0,93,61,38,0,0,161,0,204,0
"997","WI","Dodge County",365,297,67,1,0,0,0,122,57,40,0,0,260,0,105,0
"998","WI","Door County",201,191,9,1,0,0,0,112,47,35,0,0,201,0,0,0
"999","WI","Eau Claire County",363,305,58,0,0,0,0,90,55,34,0,0,167,0,196,0
"1000","WI","Fond du Lac County",202,195,7,0,0,0,0,100,47,36,0,0,202,0,0,0
"1001","WI","Forest County",363,338,25,0,0,0,0,97,48,35,0,0,296,0,67,0
"1002","WI","Grant County",365,304,60,1,0,0,0,104,57,29,0,0,0,0,365,0
"1003","WI","Jefferson County",203,191,12,0,0,0,0,100,48,37,0,0,203,0,0,0
"1004","WI","Kenosha County",365,289,74,2,0,0,0,119,63,40,0,0,220,0,145,0
"1005","WI","Kewaunee County",210,199,11,0,0,0,0,90,45,36,0,0,210,0,0,0
"1006","WI","La Crosse County",365,310,55,0,0,0,0,83,57,35,0,0,186,0,179,0
"1007","WI","Manitowoc County",202,187,15,0,0,0,0,100,48,36,0,0,202,0,0,0
"1008","WI","Marathon County",205,196,9,0,0,0,0,84,47,34,0,0,205,0,0,0
"1009","WI","Milwaukee County",365,269,93,3,0,0,0,105,64,42,0,11,193,0,154,7
"1010","WI","Oneida County",365,363,2,0,0,0,0,52,7,0,0,0,0,365,0,0
"1011","WI","Outagamie County",365,304,59,2,0,0,0,119,58,37,0,0,172,8,185,0
"1012","WI","Ozaukee County",363,308,52,3,0,0,0,108,58,37,0,0,201,0,162,0
"1013","WI","Racine County",203,174,28,1,0,0,0,115,58,39,0,0,203,0,0,0
"1014","WI","Rock County",203,185,18,0,0,0,0,77,50,38,0,0,203,0,0,0
"1015","WI","Sauk County",365,311,53,1,0,0,0,107,54,35,0,0,175,0,190,0
"1016","WI","Sheboygan County",206,180,24,2,0,0,0,108,61,38,0,0,206,0,0,0
"1017","WI","Taylor County",365,320,45,0,0,0,0,85,52,35,0,0,277,0,88,0
"1018","WI","Vilas County",362,345,17,0,0,0,0,90,45,29,0,0,177,0,185,0
"1019","WI","Walworth County",205,189,15,1,0,0,0,112,49,37,0,0,205,0,0,0
"1020","WI","Waukesha County",365,281,83,1,0,0,0,115,60,40,0,0,154,0,210,1
"1021","WY","Albany County",365,247,118,0,0,0,0,90,61,47,0,0,328,0,2,35
"1022","WY","Big Horn County",356,344,12,0,0,0,0,77,46,36,0,0,356,0,0,0
"1023","WY","Campbell County",365,309,55,1,0,0,0,111,56,40,0,1,228,0,5,131
"1024","WY","Carbon County",365,325,38,2,0,0,0,139,51,43,0,8,347,10,0,0
"1025","WY","Converse County",365,317,47,1,0,0,0,101,52,41,0,3,319,1,3,39
"1026","WY","Fremont County",365,294,69,2,0,0,0,148,61,45,0,0,321,22,22,0
"1027","WY","Johnson County",364,345,19,0,0,0,0,80,49,40,0,1,356,0,0,7
"1028","WY","Laramie County",365,305,60,0,0,0,0,74,58,43,0,4,334,0,11,16
"1029","WY","Lincoln County",365,364,1,0,0,0,0,56,27,12,0,0,0,0,0,365
"1030","WY","Natrona County",364,327,37,0,0,0,0,84,51,42,0,1,358,2,3,0
"1031","WY","Park County",307,295,12,0,0,0,0,77,47,38,0,3,268,0,30,6
"1032","WY","Platte County",60,56,3,1,0,0,0,108,37,14,0,0,0,0,0,60
"1033","WY","Sheridan County",365,325,40,0,0,0,0,90,51,39,0,0,305,0,32,28
"1034","WY","Sublette County",365,266,88,8,3,0,0,200,71,46,0,0,363,0,2,0
"1035","WY","Sweetwater County",365,262,100,3,0,0,0,133,64,46,0,4,321,0,5,35
"1036","WY","Teton County",365,326,39,0,0,0,0,87,51,43,0,0,359,0,4,2
"1037","WY","Uinta County",365,315,49,1,0,0,0,101,58,44,0,1,360,0,0,4
"1038","WY","Weston County",365,340,25,0,0,0,0,71,49,40,0,0,360,5,0,0
