"","State","County","Avg_Temperature","Total_Precipitation"
"705","IN","Kosciusko County",49.6,39.24
"706","IN","LaGrange County",48.9,42.78
"707","IN","Lake County",49.5,47.63
"708","IN","LaPorte County",49.1,45.5
"709","IN","Lawrence County",54.1,60.27
"710","IN","Madison County",52.5,43.94
"711","IN","Marion County",52.4,46.3
"712","IN","Marshall County",49.4,40.34
"713","IN","Martin County",54.8,63.64
"714","IN","Miami County",50.6,39.38
"715","IN","Monroe County",53.2,55.39
"716","IN","Montgomery County",51.2,43.34
"717","IN","Morgan County",52.8,51.48
"718","IN","Newton County",50.3,43.67
"719","IN","Noble County",49.2,42.46
"720","IN","Ohio County",55.9,55.7
"721","IN","Orange County",54.8,66.47
"722","IN","Owen County",53.4,54.92
"723","IN","Parke County",51.6,45.02
"724","IN","Perry County",55.6,63.12
"725","IN","Pike County",55.8,63.42
"726","IN","Porter County",49.3,47.09
"727","IN","Posey County",56.5,57.47
"728","IN","Pulaski County",49.8,44.41
"729","IN","Putnam County",51.8,49.62
"730","IN","Randolph County",51.6,46.69
"731","IN","Ripley County",54.1,54.13
"732","IN","Rush County",52.7,47.84
"733","IN","St. Joseph County",49,43.54
"734","IN","Scott County",55.7,55.31
"735","IN","Shelby County",53.4,50.67
"736","IN","Spencer County",56.3,64.25
"737","IN","Starke County",49.6,44.05
"738","IN","Steuben County",48.4,45.76
"739","IN","Sullivan County",54.8,56.24
"740","IN","Switzerland County",56.2,56.01
"741","IN","Tippecanoe County",50.9,41.56
"742","IN","Tipton County",51.2,41.89
"743","IN","Union County",52.6,49.08
"744","IN","Vanderburgh County",56.8,63.26
"745","IN","Vermillion County",51.9,43.47
"746","IN","Vigo County",53.8,50.36
"747","IN","Wabash County",50.6,40.16
"748","IN","Warren County",50.8,40.2
"749","IN","Warrick County",56.5,66.74
"750","IN","Washington County",55.1,59.9
"751","IN","Wayne County",51.8,49.23
"752","IN","Wells County",51,43.38
"753","IN","White County",50.3,40.24
"754","IN","Whitley County",49.8,41.28
"755","IA","Adair County",47.6,41.79
"756","IA","Adams County",48.4,42.97
"757","IA","Allamakee County",45,51.14
"758","IA","Appanoose County",49.6,52.1
"759","IA","Audubon County",46.9,40.6
"760","IA","Benton County",45.7,40.64
"761","IA","Black Hawk County",45.8,41.96
"762","IA","Boone County",47.2,40.93
"763","IA","Bremer County",45.3,43.02
"764","IA","Buchanan County",45,44.09
"765","IA","Buena Vista County",45.1,36.78
"766","IA","Butler County",45.4,39.54
"767","IA","Calhoun County",46.1,36.86
"768","IA","Carroll County",46.9,37.54
"769","IA","Cass County",48.1,42.58
"770","IA","Cedar County",47.7,45.63
"771","IA","Cerro Gordo County",44.4,39.85
"772","IA","Cherokee County",44.9,39.28
"773","IA","Chickasaw County",44.2,43.81
"774","IA","Clarke County",49,42.6
"775","IA","Clay County",44.6,39.75
"776","IA","Clayton County",45.4,49.49
"777","IA","Clinton County",48.5,50
"778","IA","Crawford County",46.9,36.48
"779","IA","Dallas County",48,37.52
"780","IA","Davis County",50,47.64
"781","IA","Decatur County",49.8,46.57
"782","IA","Delaware County",45.7,48.38
"783","IA","Des Moines County",50.1,48.55
"784","IA","Dickinson County",43.5,42.51
"785","IA","Dubuque County",46.3,50.69
"786","IA","Emmet County",43.3,42.08
"787","IA","Fayette County",44.4,42.69
"788","IA","Floyd County",44.5,42.07
"789","IA","Franklin County",45.2,40.68
"790","IA","Fremont County",50.1,42.34
"791","IA","Greene County",47.1,39.44
"792","IA","Grundy County",46,40.57
"793","IA","Guthrie County",47.5,37.38
"794","IA","Hamilton County",45.7,42.53
"795","IA","Hancock County",44.3,38.38
"796","IA","Hardin County",46,42.84
"797","IA","Harrison County",48.1,38.99
"798","IA","Henry County",48.8,46.98
"799","IA","Howard County",43.2,47.27
"800","IA","Humboldt County",45.2,36.21
"801","IA","Ida County",46,35.39
"802","IA","Iowa County",47.7,41.81
"803","IA","Jackson County",47.7,49.25
"804","IA","Jasper County",48,41.69
"805","IA","Jefferson County",48.6,43.28
"806","IA","Johnson County",47.7,44.88
"807","IA","Jones County",47.5,46.15
"808","IA","Keokuk County",48.7,41.56
"809","IA","Kossuth County",44.1,40.28
"810","IA","Lee County",50.6,50.13
"811","IA","Linn County",46.4,43.5
"812","IA","Louisa County",49.1,46.09
"813","IA","Lucas County",49,44.16
"814","IA","Lyon County",43.9,42.83
"815","IA","Madison County",48.2,38.83
"816","IA","Mahaska County",48.9,43.81
"817","IA","Marion County",48.8,42.9
"818","IA","Marshall County",46.9,41.16
"819","IA","Mills County",49.7,41.63
"820","IA","Mitchell County",43.6,46.25
"821","IA","Monona County",47.3,34.71
"822","IA","Monroe County",49.3,46
"823","IA","Montgomery County",49.2,41.91
"824","IA","Muscatine County",48.3,45.8
"825","IA","O'Brien County",44.2,40.5
"826","IA","Osceola County",43.2,43
"827","IA","Page County",50,42
"828","IA","Palo Alto County",44.6,39.42
"829","IA","Plymouth County",45.6,38.68
"830","IA","Pocahontas County",45.1,36.23
"831","IA","Polk County",48.3,41.77
"832","IA","Pottawattamie County",48.8,40.54
"833","IA","Poweshiek County",47.7,44.19
"834","IA","Ringgold County",49.4,45.29
"835","IA","Sac County",46.1,35.87
"836","IA","Scott County",48.7,48.87
"837","IA","Shelby County",47.4,39.96
"838","IA","Sioux County",44.5,40.84
"839","IA","Story County",47.1,39.84
"840","IA","Tama County",46.4,40.85
"841","IA","Taylor County",49.4,44.07
"842","IA","Union County",48.4,43.31
"843","IA","Van Buren County",49.3,47.15
"844","IA","Wapello County",49.6,43.57
"845","IA","Warren County",48.9,43.76
"846","IA","Washington County",48.6,41.47
"847","IA","Wayne County",49.2,48.84
"848","IA","Webster County",45.8,39.49
"849","IA","Winnebago County",43.5,42.31
"850","IA","Winneshiek County",43.9,48.55
"851","IA","Woodbury County",46.6,34.88
"852","IA","Worth County",43.4,43.92
"853","IA","Wright County",44.9,39.63
"854","KS","Allen County",55.5,62.77
"855","KS","Anderson County",54.9,55.7
"856","KS","Atchison County",52.8,47.44
"857","KS","Barber County",56.5,34.4
"858","KS","Barton County",53.1,32.09
"859","KS","Bourbon County",55.7,62.11
"860","KS","Brown County",52,46.89
"861","KS","Butler County",55.6,51.75
"862","KS","Chase County",54,48.45
"863","KS","Chautauqua County",56.8,52.8
"864","KS","Cherokee County",57.3,66.85
"865","KS","Cheyenne County",50.7,19.1
"866","KS","Clark County",56.2,27.33
"867","KS","Clay County",53.4,44.56
"868","KS","Cloud County",52.8,38.44
"869","KS","Coffey County",54.8,56.02
"870","KS","Comanche County",56.6,29.64
"871","KS","Cowley County",56.3,58.35
"872","KS","Crawford County",56.5,67.3
"873","KS","Decatur County",50.9,27.84
"874","KS","Dickinson County",54.3,40.6
"875","KS","Doniphan County",52.5,45.65
"876","KS","Douglas County",54.4,55.8
"877","KS","Edwards County",54.4,28.18
"878","KS","Elk County",55.9,51.96
"879","KS","Ellis County",52.9,31.83
"880","KS","Ellsworth County",54,34.92
"881","KS","Finney County",53.5,17.29
"882","KS","Ford County",54.6,25.1
"883","KS","Franklin County",54.7,57.41
"884","KS","Geary County",53.9,43.55
"885","KS","Gove County",52.2,24.41
"886","KS","Graham County",52,28.69
"887","KS","Grant County",54.2,17.4
"888","KS","Gray County",54,20.85
"889","KS","Greeley County",51.7,19.21
"890","KS","Greenwood County",55.1,56.56
"891","KS","Hamilton County",53,17.26
"892","KS","Harper County",56.8,41.18
"893","KS","Harvey County",55.7,42.64
"894","KS","Haskell County",54.3,19.08
"895","KS","Hodgeman County",54.2,23.21
"896","KS","Jackson County",52.7,48.21
"897","KS","Jefferson County",53.7,50.33
"898","KS","Jewell County",51.7,37.69
"899","KS","Johnson County",54.2,51.3
"900","KS","Kearny County",53.4,16.93
"901","KS","Kingman County",55.5,38.34
"902","KS","Kiowa County",55.2,29.38
"903","KS","Labette County",57.2,66.41
"904","KS","Lane County",52.8,20.49
"905","KS","Leavenworth County",54.1,50.05
"906","KS","Lincoln County",53.5,33.7
"907","KS","Linn County",55.4,58.29
"908","KS","Logan County",52.1,22.36
"909","KS","Lyon County",54.1,49.42
"910","KS","McPherson County",54.9,39.73
"911","KS","Marion County",54.6,43.14
"912","KS","Marshall County",51.3,47.74
"913","KS","Meade County",55.5,26.72
"914","KS","Miami County",54.6,52.29
"915","KS","Mitchell County",52.4,34.25
"916","KS","Montgomery County",57.3,59.25
"917","KS","Morris County",53.6,44.89
"918","KS","Morton County",54.8,17.04
"919","KS","Nemaha County",51.2,49.11
"920","KS","Neosho County",56.1,65.99
"921","KS","Ness County",53.3,24.52
"922","KS","Norton County",50.8,28.15
"923","KS","Osage County",54.6,52.97
"924","KS","Osborne County",52.3,33.01
"925","KS","Ottawa County",53.9,36.99
"926","KS","Pawnee County",53.5,28.7
"927","KS","Phillips County",51.4,28.85
"928","KS","Pottawatomie County",52.8,50.06
"929","KS","Pratt County",54.9,29.25
"930","KS","Rawlins County",50.7,24.67
"931","KS","Reno County",55,35.55
"932","KS","Republic County",51.8,39.57
"933","KS","Rice County",54.2,35.25
"934","KS","Riley County",53.4,47.85
"935","KS","Rooks County",52.2,29.8
"936","KS","Rush County",53.1,33.12
"937","KS","Russell County",53.4,31.3
"938","KS","Saline County",54.7,38.55
"939","KS","Scott County",52.7,18.27
"940","KS","Sedgwick County",56.4,45.5
"941","KS","Seward County",55.3,22.44
"942","KS","Shawnee County",54.2,48.09
"943","KS","Sheridan County",51.7,28.03
"944","KS","Sherman County",51,21.45
"945","KS","Smith County",51.4,31.11
"946","KS","Stafford County",53.8,28.98
"947","KS","Stanton County",54,15.95
"948","KS","Stevens County",55.1,20.76
"949","KS","Sumner County",57,51.16
"950","KS","Thomas County",51.1,25.78
"951","KS","Trego County",52.4,25.5
"952","KS","Wabaunsee County",53.7,48.79
"953","KS","Wallace County",51.5,21.66
"954","KS","Washington County",51.6,44.7
"955","KS","Wichita County",52.2,17.21
"956","KS","Wilson County",56.4,60.35
"957","KS","Woodson County",55.5,57.26
"958","KS","Wyandotte County",54.4,50.68
"959","KY","Adair County",58.9,64.66
"960","KY","Allen County",58.8,65.34
"961","KY","Anderson County",57,61.96
"962","KY","Ballard County",58.7,68.81
"963","KY","Barren County",58.4,64.54
"964","KY","Bath County",55.9,57.48
"965","KY","Bell County",56.2,67.48
"966","KY","Boone County",55.9,55.28
"967","KY","Bourbon County",56.2,56.53
"968","KY","Boyd County",56.8,50.39
"969","KY","Boyle County",56.6,52.6
"970","KY","Bracken County",55.5,54.16
"971","KY","Breathitt County",57.5,56.6
"972","KY","Breckinridge County",56.7,64.67
"973","KY","Bullitt County",57.5,63.06
"974","KY","Butler County",58.4,65.03
"975","KY","Caldwell County",58.4,59.44
"976","KY","Calloway County",58.9,61.79
"977","KY","Campbell County",55.9,54.66
"978","KY","Carlisle County",58.9,70.15
"979","KY","Carroll County",56.9,56.05
"980","KY","Carter County",55.8,49.81
"981","KY","Casey County",57.6,60.04
"982","KY","Christian County",59.5,58.6
"983","KY","Clark County",56.7,58.62
"984","KY","Clay County",57.6,63.52
"985","KY","Clinton County",59.4,69.65
"986","KY","Crittenden County",57.8,63.13
"987","KY","Cumberland County",59.6,66.06
"988","KY","Daviess County",57.2,61.26
"989","KY","Edmonson County",58.5,63.31
"990","KY","Elliott County",55.9,53.41
"991","KY","Estill County",57.3,62.15
"992","KY","Fayette County",56.7,58.06
"993","KY","Fleming County",55.4,55.93
"994","KY","Floyd County",57.9,53.85
"995","KY","Franklin County",57.2,62
"996","KY","Fulton County",59,71.58
"997","KY","Gallatin County",56.8,56.01
"998","KY","Garrard County",57.1,56.04
"999","KY","Grant County",56.2,55.76
"1000","KY","Graves County",58.8,67.44
"1001","KY","Grayson County",57.6,65.04
"1002","KY","Green County",58.4,58.25
"1003","KY","Greenup County",56,46.36
"1004","KY","Hancock County",56.4,62.89
"1005","KY","Hardin County",57,63.91
"1006","KY","Harlan County",55.1,62.45
"1007","KY","Harrison County",56.1,57.46
"1008","KY","Hart County",58,60.35
"1009","KY","Henderson County",57.2,60.2
"1010","KY","Henry County",56.8,60.08
"1011","KY","Hickman County",58.8,71.04
"1012","KY","Hopkins County",58.7,62.36
"1013","KY","Jackson County",56.9,63.95
"1014","KY","Jefferson County",57.7,60.85
"1015","KY","Jessamine County",57.1,57.61
"1016","KY","Johnson County",57.3,53.8
"1017","KY","Kenton County",55.8,55.23
"1018","KY","Knott County",57.1,53.46
"1019","KY","Knox County",57.6,65.03
"1020","KY","Larue County",57.1,60.86
"1021","KY","Laurel County",57.7,66.33
"1022","KY","Lawrence County",57,53.37
"1023","KY","Lee County",57.4,60.73
"1024","KY","Leslie County",56.9,58.96
"1025","KY","Letcher County",56.2,53.4
"1026","KY","Lewis County",55.2,52.45
"1027","KY","Lincoln County",57,56.18
"1028","KY","Livingston County",58.1,64.7
"1029","KY","Logan County",58.7,64.17
"1030","KY","Lyon County",58.5,60.54
"1031","KY","McCracken County",58.8,68.42
"1032","KY","McCreary County",58.1,69.82
"1033","KY","McLean County",58.1,59.65
"1034","KY","Madison County",57.3,58.99
"1035","KY","Magoffin County",57.1,54.05
"1036","KY","Marion County",57.2,57.96
"1037","KY","Marshall County",58.9,63.88
"1038","KY","Martin County",57.8,56.05
"1039","KY","Mason County",55.2,53.78
"1040","KY","Meade County",56.5,61.09
"1041","KY","Menifee County",55.9,59.93
"1042","KY","Mercer County",56.9,57.33
"1043","KY","Metcalfe County",58.1,62.3
"1044","KY","Monroe County",58.5,65.47
"1045","KY","Montgomery County",56.3,58.71
"1046","KY","Morgan County",56.3,55.15
"1047","KY","Muhlenberg County",58.4,64.14
"1048","KY","Nelson County",57.2,63.44
"1049","KY","Nicholas County",55.8,56.38
"1050","KY","Ohio County",57.7,64.76
"1051","KY","Oldham County",56.9,61.21
"1052","KY","Owen County",56.8,58.61
"1053","KY","Owsley County",57.6,60.91
"1054","KY","Pendleton County",56,54.73
"1055","KY","Perry County",57.2,55.67
"1056","KY","Pike County",57.8,56.86
"1057","KY","Powell County",56.8,62.46
"1058","KY","Pulaski County",58.4,66.31
"1059","KY","Robertson County",55.6,55.62
"1060","KY","Rockcastle County",57.3,63.33
"1061","KY","Rowan County",55.2,56.2
"1062","KY","Russell County",59.1,68.83
"1063","KY","Scott County",56.6,59.78
"1064","KY","Shelby County",56.8,64.02
"1065","KY","Simpson County",59,64.13
"1066","KY","Spencer County",57.2,64.53
"1067","KY","Taylor County",57.9,59.12
"1068","KY","Todd County",59.2,59.28
"1069","KY","Trigg County",59.1,59.54
"1070","KY","Trimble County",56.6,56.47
"1071","KY","Union County",57.2,56.92
"1072","KY","Warren County",59.1,63.6
"1073","KY","Washington County",56.9,59.8
"1074","KY","Wayne County",59,69.27
"1075","KY","Webster County",57.9,62.09
"1076","KY","Whitley County",57.7,68.38
"1077","KY","Wolfe County",56.7,57.94
"1078","KY","Woodford County",57.2,60.03
"1079","LA","Acadia Parish",68.6,73.27
"1080","LA","Allen Parish",67.5,74.85
"1081","LA","Ascension Parish",69.4,67.98
"1082","LA","Assumption Parish",70,62.37
"1083","LA","Avoyelles Parish",67.3,65.26
"1084","LA","Beauregard Parish",67.6,73.3
"1085","LA","Bienville Parish",65.9,65.12
"1086","LA","Bossier Parish",66.1,60.01
"1087","LA","Caddo Parish",66,57.99
"1088","LA","Calcasieu Parish",68.8,77.55
"1089","LA","Caldwell Parish",65.7,67.92
"1090","LA","Cameron Parish",69.7,71.83
"1091","LA","Catahoula Parish",66.2,63.59
"1092","LA","Claiborne Parish",64.6,70.26
"1093","LA","Concordia Parish",66.6,64.77
"1094","LA","De Soto Parish",65.9,59.63
"1095","LA","East Baton Rouge Parish",68.9,70.57
"1096","LA","East Carroll Parish",65.7,71.46
"1097","LA","East Feliciana Parish",68.2,66.95
"1098","LA","Evangeline Parish",67.7,71.66
"1099","LA","Franklin Parish",65.4,66.86
"1100","LA","Grant Parish",66.2,67.15
"1101","LA","Iberia Parish",69.5,69.03
"1102","LA","Iberville Parish",69.2,69.92
"1103","LA","Jackson Parish",65.7,72.82
"1104","LA","Jefferson Parish",70.5,65.4
"1105","LA","Jefferson Davis Parish",68.6,75.08
"1106","LA","Lafayette Parish",69,71.38
"1107","LA","Lafourche Parish",70.9,58.7
"1108","LA","La Salle Parish",66.3,63.31
"1109","LA","Lincoln Parish",65.5,74.03
"1110","LA","Livingston Parish",68.9,75.17
"1111","LA","Madison Parish",65.5,68.75
"1112","LA","Morehouse Parish",65.4,72.55
"1113","LA","Natchitoches Parish",66.4,69.54
"1114","LA","Orleans Parish",70,68.48
"1115","LA","Ouachita Parish",65.4,71.12
"1116","LA","Plaquemines Parish",70.6,65.61
"1117","LA","Pointe Coupee Parish",68.7,69.93
"1118","LA","Rapides Parish",67,66.4
"1119","LA","Red River Parish",66.5,62.48
"1120","LA","Richland Parish",65.4,70.91
"1121","LA","Sabine Parish",66.1,65.67
"1122","LA","St. Bernard Parish",70,67.23
"1123","LA","St. Charles Parish",70.4,64.87
"1124","LA","St. Helena Parish",68.1,68.29
"1125","LA","St. James Parish",69.9,59.91
"1126","LA","St. John the Baptist Parish",69.9,63.01
"1127","LA","St. Landry Parish",68.3,70.45
"1128","LA","St. Martin Parish",69.4,67.97
"1129","LA","St. Mary Parish",70.2,64.67
"1130","LA","St. Tammany Parish",68.9,67.07
"1131","LA","Tangipahoa Parish",68.5,67.71
"1132","LA","Tensas Parish",65.4,64.03
"1133","LA","Terrebonne Parish",71.3,57.04
"1134","LA","Union Parish",65.3,73.94
"1135","LA","Vermilion Parish",69.4,68.55
"1136","LA","Vernon Parish",66.8,65
"1137","LA","Washington Parish",67.8,68.57
"1138","LA","Webster Parish",65.6,63.83
"1139","LA","West Baton Rouge Parish",69.1,69.68
"1140","LA","West Carroll Parish",65.6,73.53
"1141","LA","West Feliciana Parish",68.4,67.56
"1142","LA","Winn Parish",66,69.11
"1143","ME","Androscoggin County",44,48.51
"1144","ME","Aroostook County",38,45.34
"1145","ME","Cumberland County",44.8,47.8
"1146","ME","Franklin County",38.8,49.53
"1147","ME","Hancock County",43.8,58.23
"1148","ME","Kennebec County",43.9,48.36
"1149","ME","Knox County",44.1,56.55
"1150","ME","Lincoln County",44.6,52.42
"1151","ME","Oxford County",41.2,50.02
"1152","ME","Penobscot County",41.8,50.97
"1153","ME","Piscataquis County",38.8,50.22
"1154","ME","Sagadahoc County",44.9,49.97
"1155","ME","Somerset County",38.9,48.96
"1156","ME","Waldo County",43.5,53.34
"1157","ME","Washington County",43.2,58.24
"1158","ME","York County",45.3,45.18
"1159","MD","Allegany County",53.1,42.92
"1160","MD","Anne Arundel County",58.1,41.25
"1161","MD","Baltimore County",55.6,48.71
"1162","MD","Calvert County",58.5,41.82
"1163","MD","Caroline County",57.7,38.3
"1164","MD","Carroll County",54.2,50.67
"1165","MD","Cecil County",55.9,45.71
"1166","MD","Charles County",59,42.69
"1167","MD","Dorchester County",58.8,38.77
"1168","MD","Frederick County",54.7,50.74
"1169","MD","Garrett County",49.7,48.87
"1170","MD","Harford County",55.7,45.74
"1171","MD","Howard County",55.7,46.92
"1172","MD","Kent County",56.8,38.02
"1173","MD","Montgomery County",56.3,46.24
"1174","MD","Prince George's County",57.9,44.59
"1175","MD","Queen Anne's County",57.2,36.96
"1176","MD","St. Mary's County",59,41.32
"1177","MD","Somerset County",59.7,42.25
"1178","MD","Talbot County",58.2,37.76
"1179","MD","Washington County",54.4,47.41
"1180","MD","Wicomico County",59,39.88
"1181","MD","Worcester County",59.4,43.05
"1182","MD","Baltimore City",57.5,46.75
"1183","MD","Washington, D.C.",58.1,45.94
"1184","MA","Barnstable County",50.8,53.34
"1185","MA","Berkshire County",45.3,47.73
"1186","MA","Bristol County",50.8,51.05
"1187","MA","Dukes County",51.2,52.82
"1188","MA","Essex County",48.7,45.11
"1189","MA","Franklin County",47,47.66
"1190","MA","Hampden County",48.2,49.68
"1191","MA","Hampshire County",47.4,47.6
"1192","MA","Middlesex County",49.5,47.66
"1193","MA","Nantucket County",50.7,49.21
"1194","MA","Norfolk County",50.5,52.13
"1195","MA","Plymouth County",50.7,53.24
"1196","MA","Suffolk County",50.8,49.75
"1197","MA","Worcester County",47.9,50.95
"1198","MI","Alcona County",42.5,34.61
"1199","MI","Alger County",39.5,43.13
"1200","MI","Allegan County",48.3,44.68
"1201","MI","Alpena County",42.5,35.36
"1202","MI","Antrim County",42.7,39.92
"1203","MI","Arenac County",45,36.68
"1204","MI","Baraga County",38,37.16
"1205","MI","Barry County",47.6,44.52
"1206","MI","Bay County",46.6,36.54
"1207","MI","Benzie County",43.7,40.48
"1208","MI","Berrien County",48.9,45.65
"1209","MI","Branch County",48.2,43.61
"1210","MI","Calhoun County",48.1,41.29
"1211","MI","Cass County",48.5,44.9
"1212","MI","Charlevoix County",42.5,39.01
"1213","MI","Cheboygan County",41.6,34.92
"1214","MI","Chippewa County",39.1,42.03
"1215","MI","Clare County",43.8,40.23
"1216","MI","Clinton County",47.5,40.9
"1217","MI","Crawford County",42,37.77
"1218","MI","Delta County",40.6,41.74
"1219","MI","Dickinson County",39.2,33.85
"1220","MI","Eaton County",47.6,41.88
"1221","MI","Emmet County",41.8,36.64
"1222","MI","Genesee County",47.5,40.33
"1223","MI","Gladwin County",44.7,38.2
"1224","MI","Gogebic County",37.8,39.87
"1225","MI","Grand Traverse County",43.7,38.13
"1226","MI","Gratiot County",47,41.43
"1227","MI","Hillsdale County",48,44.69
"1228","MI","Houghton County",39.3,32.68
"1229","MI","Huron County",45.5,35.28
"1230","MI","Ingham County",47.6,39.88
"1231","MI","Ionia County",47.1,43.95
"1232","MI","Iosco County",43.8,36.84
"1233","MI","Iron County",37.6,36.75
"1234","MI","Isabella County",45.6,42.59
"1235","MI","Jackson County",48,39.87
"1236","MI","Kalamazoo County",48.4,41.86
"1237","MI","Kalkaska County",42.6,39.15
"1238","MI","Kent County",47,46.05
"1239","MI","Keweenaw County",38.9,36.43
"1240","MI","Lake County",44,44.74
"1241","MI","Lapeer County",47.4,38.4
"1242","MI","Leelanau County",43.8,39.16
"1243","MI","Lenawee County",49.3,42.05
"1244","MI","Livingston County",47.5,41.23
"1245","MI","Luce County",38.6,41.56
"1246","MI","Mackinac County",39.9,40.75
"1247","MI","Macomb County",49.1,39.34
"1248","MI","Manistee County",44,43.21
"1249","MI","Marquette County",38.4,39.51
"1250","MI","Mason County",44.4,45.1
"1251","MI","Mecosta County",44.5,45.11
"1252","MI","Menominee County",41,39.07
"1253","MI","Midland County",46.5,38.7
"1254","MI","Missaukee County",42.7,39.68
"1255","MI","Monroe County",50.7,37.18
"1256","MI","Montcalm County",46,45.07
"1257","MI","Montmorency County",41.7,33.33
"1258","MI","Muskegon County",46.8,46.02
"1259","MI","Newaygo County",45.2,45.91
"1260","MI","Oakland County",48,40.53
"1261","MI","Oceana County",45.3,46.33
"1262","MI","Ogemaw County",43.2,40.34
"1263","MI","Ontonagon County",38.8,37.24
"1264","MI","Osceola County",43.1,42.68
"1265","MI","Oscoda County",42.1,36.24
"1266","MI","Otsego County",40.9,36.74
"1267","MI","Ottawa County",47.7,45.42
"1268","MI","Presque Isle County",42,35.58
"1269","MI","Roscommon County",43,40.19
"1270","MI","Saginaw County",47.4,40.2
"1271","MI","St. Clair County",48.5,38.07
"1272","MI","St. Joseph County",48.5,43.19
"1273","MI","Sanilac County",46.6,37.16
"1274","MI","Schoolcraft County",40.1,46.28
"1275","MI","Shiawassee County",47.4,41.2
"1276","MI","Tuscola County",46.8,38.77
"1277","MI","Van Buren County",48.7,44.06
"1278","MI","Washtenaw County",48.5,37.29
"1279","MI","Wayne County",49.8,37.48
"1280","MI","Wexford County",42.9,42.16
"1281","MN","Aitkin County",38.2,34.56
"1282","MN","Anoka County",42.4,38.24
"1283","MN","Becker County",37.2,30.17
"1284","MN","Beltrami County",36.3,28.78
"1285","MN","Benton County",40.6,38.92
"1286","MN","Big Stone County",41.2,32.78
"1287","MN","Blue Earth County",43.2,44.51
"1288","MN","Brown County",43.1,40.6
"1289","MN","Carlton County",37.5,36.18
"1290","MN","Carver County",42.8,40.35
"1291","MN","Cass County",38.5,31.64
"1292","MN","Chippewa County",41.9,36.12
"1293","MN","Chisago County",41.6,38.73
"1294","MN","Clay County",38.6,30.56
"1295","MN","Clearwater County",36.3,29.17
"1296","MN","Cook County",34.5,33.45
"1297","MN","Cottonwood County",42.8,42.63
"1298","MN","Crow Wing County",39.4,35.14
"1299","MN","Dakota County",43.3,40.47
"1300","MN","Dodge County",42.3,51.89
"1301","MN","Douglas County",39.3,31.9
"1302","MN","Faribault County",43.4,43.92
"1303","MN","Fillmore County",42.9,50.33
"1304","MN","Freeborn County",43,45.46
"1305","MN","Goodhue County",42.7,46.55
"1306","MN","Grant County",40.2,31.64
"1307","MN","Hennepin County",42.9,40.87
"1308","MN","Houston County",44.6,48.15
"1309","MN","Hubbard County",37.6,31.53
"1310","MN","Isanti County",41.5,38.57
"1311","MN","Itasca County",36.9,29.06
"1312","MN","Jackson County",42.8,43.86
"1313","MN","Kanabec County",40.2,38.96
"1314","MN","Kandiyohi County",41.1,35.88
"1315","MN","Kittson County",37.4,25.16
"1316","MN","Koochiching County",36,31.14
"1317","MN","Lac qui Parle County",41.7,34.85
"1318","MN","Lake County",35.6,31.76
"1319","MN","Lake of the Woods County",36.4,29.07
"1320","MN","Le Sueur County",42.8,45.39
"1321","MN","Lincoln County",41.1,42.28
"1322","MN","Lyon County",42.2,42.14
"1323","MN","McLeod County",42.3,34.38
"1324","MN","Mahnomen County",36.5,29.27
"1325","MN","Marshall County",36.9,28.07
"1326","MN","Martin County",43.1,42.57
"1327","MN","Meeker County",41,33.78
"1328","MN","Mille Lacs County",40.3,36.47
"1329","MN","Morrison County",40,35.97
"1330","MN","Mower County",42.7,49.31
"1331","MN","Murray County",41.4,42.34
"1332","MN","Nicollet County",43,41.5
"1333","MN","Nobles County",42.2,43.32
"1334","MN","Norman County",37.6,30.43
"1335","MN","Olmsted County",42.6,51.35
"1336","MN","Otter Tail County",38.7,31.23
"1337","MN","Pennington County",36.3,27
"1338","MN","Pine County",39.5,39.23
"1339","MN","Pipestone County",41.7,41.07
"1340","MN","Polk County",37.1,28.78
"1341","MN","Pope County",40.3,34.23
"1342","MN","Ramsey County",43.2,40.68
"1343","MN","Red Lake County",36.6,26.73
"1344","MN","Redwood County",42.6,40.07
"1345","MN","Renville County",42.3,37.44
"1346","MN","Rice County",42.7,48.65
"1347","MN","Rock County",43.2,38.8
"1348","MN","Roseau County",36.8,29.17
"1349","MN","St. Louis County",36.4,30.29
"1350","MN","Scott County",43.2,42.57
"1351","MN","Sherburne County",41.4,38.82
"1352","MN","Sibley County",43,38.39
"1353","MN","Stearns County",40.4,37.53
"1354","MN","Steele County",42.6,50.43
"1355","MN","Stevens County",40.6,33.35
"1356","MN","Swift County",41.3,35.08
"1357","MN","Todd County",39.3,35.31
"1358","MN","Traverse County",40.8,32.06
"1359","MN","Wabasha County",43.4,47.85
"1360","MN","Wadena County",38.8,32.77
"1361","MN","Waseca County",42.6,46.94
"1362","MN","Washington County",42.9,40.04
"1363","MN","Watonwan County",43.4,43.22
"1364","MN","Wilkin County",39.9,28.32
"1365","MN","Winona County",43.6,49.37
"1366","MN","Wright County",41.7,38
"1367","MN","Yellow Medicine County",42.2,38.94
"1368","MS","Adams County",66.3,68.25
"1369","MS","Alcorn County",61,72.67
"1370","MS","Amite County",67.3,68.59
"1371","MS","Attala County",63.9,75.72
"1372","MS","Benton County",61.5,73.16
"1373","MS","Bolivar County",63.9,76.24
"1374","MS","Calhoun County",63.6,64.54
"1375","MS","Carroll County",64.4,73.81
"1376","MS","Chickasaw County",63.9,67.76
"1377","MS","Choctaw County",63.6,77.28
"1378","MS","Claiborne County",65.7,65
