"","State","County","FIPS","Population","Age.Adjusted.Rate","per_unhealthy_days","Median.AQI","Avg_Temperature","Total_Precipitation","UnempRate2019","MedHHInc","Deep_Pov_All","PovertyAllAgesPct","PerCapitaInc","AvgHHSize","PctEmpFIRE","PctEmpConstruction","PctEmpTrans","PctEmpMining","PctEmpTrade","PctEmpInformation","PctEmpAgriculture","PctEmpManufacturing","PctEmpServices","HispanicPct2010","NativeAmericanNonHispanicPct2010","WhiteNonHispanicPct2010","BlackNonHispanicPct2010","AsianNonHispanicPct2010","Ed1LessThanHSPct","Ed2HSDiplomaOnlyPct","Ed3SomeCollegePct","Ed4AssocDegreePct","Ed5CollegePlusPct","Net_International_Migration_Rate_2010_2019","per_gop","per_dem","per_point_diff"
"196","MA","Berkshire County",25003,124944,18.7,0,37,45.3,47.73,3.5,58375,5.287789712,11.3,34287,2.18,4.997431227,6.988619557,3.423473915,0.224183831,12.73800072,1.880653247,0.938769791,8.04415176,57.07969424,3.45,0.15,90.63,2.54,1.22,8.898715383,29.85604545,18.12665419,9.729305188,33.3892798,1.806,0.253085814360771,0.724413309982487,-0.471327495621716
"197","MA","Bristol County",25005,565217,11.7,0,40,50.8,51.05,3.7,66005,5.05277023,10.8,34226,2.51,5.683397901,7.174460698,4.276661656,0.05080763,16.17552625,1.606085625,0.634742539,11.14345393,49.0399475,6.02,0.2,85.6,2.87,1.85,15.09135638,29.93567896,17.95120826,9.069010584,27.95274582,2.173,0.42921952599372,0.549189162092388,-0.119969636098668
"198","MA","Essex County",25009,789034,8.8,0.00274725274725275,37,48.7,45.11,3,76373,4.690237945,10.7,40697,2.61,6.750462895,5.686609376,3.860806714,0.018342302,13.25677488,2.185956241,0.340076195,10.60581649,53.3624662,16.52,0.12,76.03,2.63,3.08,10.74768869,25.18474677,16.53175158,8.182663211,39.35314974,5.319,0.34385935756511,0.634358158638209,-0.290498801073099
"199","MA","Hampden County",25013,466372,8.8,0,39,48.2,49.68,4.1,52682,7.400033001,16.7,29020,2.54,7.090665939,4.852823448,5.167953873,0.022674583,14.68989038,1.621001291,0.550668437,11.30721283,50.06825512,20.88,0.15,67.71,7.7,1.93,14.70352057,29.47596044,19.01508637,9.644591416,27.16084119,4.764,0.4002163381108,0.577274414809994,-0.177058076699194
"200","MA","Middlesex County",25017,1611699,7.2,0,37,49.5,47.66,2.3,100374,3.90060419,7.3,49669,2.56,7.197197814,4.584348453,2.810398474,0.030111412,10.59419853,3.187817653,0.168578285,9.751877401,58.31542617,6.54,0.1,76.53,4.37,9.27,6.875860994,19.5520233,12.4822427,5.898559889,55.19131312,6.878,0.262809222570772,0.714697126023505,-0.451887903452732
"201","MA","Norfolk County",25021,706775,6.9,0,34,50.5,52.13,2.5,100184,3.228945701,6.5,52036,2.58,10.57074268,5.386180774,3.475909234,0.054840331,11.7893271,2.639056531,0.144627933,6.480299149,55.79600472,3.28,0.12,80.31,5.42,8.59,6.119988866,19.47782699,13.95012812,7.492243334,52.95981269,4.39,0.307280668839561,0.670291427856707,-0.363010759017145
"202","MA","Plymouth County",25023,521202,9.5,0,37,50.7,53.24,3,89678,3.572882655,6.2,41343,2.69,8.578563791,7.781005958,4.624399754,0.064983395,14.356041,2.003150939,0.428059226,6.732959805,51.12304153,3.16,0.21,83.92,6.87,1.2,7.08430073,27.89874344,18.41079545,9.921341832,36.68481855,2.612,0.401658626447902,0.575284279163464,-0.173625652715562
"203","MA","Suffolk County",25025,803907,6.2,0,38,50.8,49.75,2.6,68743,9.599017062,17.5,40190,2.41,8.67228988,4.123586533,4.083077045,0.010010965,10.20792543,2.19798896,0.103834665,4.751250789,61.85705738,19.87,0.19,48.06,19.8,8.17,14.47855902,22.44674042,13.59257566,4.711712535,44.77041236,11.96,0.174723217532835,0.806416225980886,-0.631693008448051
"204","MA","Worcester County",25027,830622,10.2,0,40,47.9,50.95,3.1,71767,4.851319763,9,36169,2.58,6.489533204,6.142510837,4.153282144,0.072604817,13.69054585,1.972510479,0.425120311,12.29266429,50.95138582,9.44,0.16,80.68,3.64,3.96,9.587390682,28.14099021,17.30078241,9.025031537,35.94580516,4.079,0.397401473100409,0.575844764290046,-0.178443291189637
"205","MI","Berrien County",26021,153401,14.9,0.00769230769230769,39,48.9,45.65,4,51509,7.699952298,15.3,29311,2.35,4.73556282,5.941105803,5.744139916,0.08241835,12.15600816,1.398318107,1.53102562,20.22741877,45.52007376,4.5,0.49,76.13,15.16,1.54,10.40030485,28.90801446,22.87602353,10.11961745,27.69603971,1.971,0.528200895728902,0.454394290638541,0.0738066050903617
"206","MI","Genesee County",26049,405813,13.2,0,38,47.5,40.33,4.9,48370,8.829228746,18.8,26386,2.41,4.627262983,5.626096892,4.546578876,0.055948833,15.34352584,1.366329403,0.348649572,16.83412054,48.20257011,3.05,0.46,72.73,20.52,0.9,9.5518961,31.919779,26.66056757,10.94105407,20.92670326,0.417,0.445943259848211,0.539347668955548,-0.0934044091073365
"207","MI","Ingham County",26065,292406,14,0,35,47.6,39.88,3.5,52837,9.789283342,18.1,28366,2.41,6.837339994,3.534328612,3.729458178,0.058893651,11.95257287,1.539749667,0.51727074,9.960832174,55.0549201,7.31,0.44,72.43,11.37,5.16,7.301345286,21.6988324,23.53534601,8.974498599,38.4899777,6.083,0.329567623659633,0.651760636457973,-0.32219301279834
"208","MI","Kalamazoo County",26077,265066,13.8,0,38,48.4,41.86,3.3,55881,7.706358903,14.4,30555,2.46,6.049748973,3.944165526,2.811501597,0.085957706,13.16217861,1.419443177,0.829149551,17.46691009,51.49399057,3.98,0.37,79.91,10.66,2.07,6.421714461,22.00398712,23.54117467,9.956141696,38.07698206,1.731,0.3962165478963,0.583527410155215,-0.187310862258915
"209","MI","Kent County",26081,656955,11.4,0,36,47,46.05,2.9,61675,5.477293937,11.3,31005,2.64,5.824143124,4.821823305,3.855940438,0.063157383,15.03904827,1.616586101,1.129849151,18.88770131,46.84304176,9.7,0.34,75.96,9.35,2.31,9.73734148,24.44925102,21.54453729,9.108827856,35.16004236,2.179,0.459055305665729,0.520470962309721,-0.0614156566439919
"210","MI","Macomb County",26099,873972,16.3,0.00342465753424658,38,49.1,39.34,4.2,62191,4.359484504,11,31104,2.5,6.104128839,5.289534798,3.827242619,0.045689233,13.76405891,1.375885081,0.161924535,21.2185058,44.58771978,2.27,0.28,83.91,8.57,2.96,10.34099996,29.72054325,24.76687307,10.62260777,24.54897595,2.534,0.533858971868829,0.453109319866628,0.0807496520022013
"211","MI","Monroe County",26115,150500,11.3,0,1,50.7,37.18,3.9,62522,4.276220356,10,30295,2.5,3.888715046,6.293915171,8.342104515,0.21477541,12.27775723,1.211845362,1.028361733,21.61124228,42.68341251,3.07,0.26,92.49,2.07,0.55,8.791575973,36.05987704,24.74510253,11.27563295,19.12781151,0.174,0.604833157387433,0.378379308762106,0.226453848625327
"212","MI","Muskegon County",26121,173566,13.4,0.00381679389312977,38,46.8,46.02,4.3,49960,7.058632138,15.7,24101,2.53,3.169484436,5.506456357,3.180278764,0.037780147,13.79784923,0.920216426,0.906723517,26.2477568,42.76577658,4.8,0.72,77.32,14.29,0.53,9.160259899,34.49959178,25.71353245,11.55514356,19.07147231,0.307,0.488219895287958,0.493736748734369,-0.00551685344641079
"213","MI","Oakland County",26125,1257584,11.4,0.0068259385665529,38,48,40.53,3.4,80319,3.684370116,8.2,42760,2.47,7.491832201,4.237236396,2.97688282,0.051190612,12.08098449,1.982031625,0.164843164,19.43881313,48.92867598,3.49,0.24,75.14,13.5,5.62,6.134008058,18.78144266,20.78500454,7.865645774,46.43389897,4.015,0.423146072374801,0.56357167057614,-0.140425598201339
"214","MI","Ottawa County",26139,291830,9.2,0,35,47.7,45.42,2.8,70420,4.184196687,6.8,30558,2.71,4.468738534,5.416570411,3.507997119,0.018345133,12.76345649,1.290953811,1.908573292,24.8596937,43.45010803,8.63,0.31,85.73,1.35,2.49,7.350798096,28.55841701,21.29699205,9.31586857,33.47792427,1.513,0.598134109404729,0.383521127595384,0.214612981809345
"215","MI","St. Clair County",26147,159128,25.6,0.00821917808219178,40,48.5,38.07,4.9,56557,5.300330954,13.8,29356,2.44,3.560303842,7.449860648,5.278976993,0.086070277,13.31220285,1.179026176,0.855237991,23.54090387,39.92977758,2.89,0.4,92.13,2.37,0.47,9.511394275,34.37235832,25.86647209,11.9513085,18.29846682,0.368,0.64286800486618,0.340665189433438,0.302202815432742
"216","MI","Washtenaw County",26161,367601,13,0,39,48.5,37.29,2.9,72267,8.081636661,15,39486,2.47,3.874547596,2.938025361,3.222659894,0.059698629,10.39129253,1.992441727,0.542617891,12.06765134,62.80082512,4.02,0.28,72.12,12.52,7.83,4.754148875,14.92098428,17.96407976,7.14971167,55.21107541,5.115,0.259872099363269,0.72607638920977,-0.466204289846501
"217","MI","Wayne County",26163,1749343,11.9,0.0273972602739726,53,49.8,37.48,5.1,46440,10.90014958,21.7,25976,2.57,5.626838035,4.12414225,6.031614203,0.070253785,13.01015685,1.532648949,0.245071343,17.75147043,48.34018625,5.23,0.31,49.55,40.25,2.5,14.0875944,30.02156381,24.14637934,8.398345841,23.3461166,2.054,0.303223381002649,0.684459849003231,-0.381236468000582
"218","MN","Anoka County",27003,356921,10.6,0.00274725274725275,37,42.4,38.24,3.1,82284,2.525496121,5.6,35806,2.72,7.193956782,7.1039402,5.636827837,0.073171374,13.9151949,1.324980918,0.391651094,16.7162372,44.01337088,3.63,0.6,85.22,4.32,3.87,6.096733998,27.90977597,23.24514931,13.0775686,29.67077213,1.038,0.496855048026827,0.477866926851448,0.0189881211753785
"219","MN","Dakota County",27037,429021,12.5,0,28,43.3,40.47,2.9,86403,2.528329123,6.3,40441,2.59,9.805605534,4.886270435,6.327374537,0.090176359,14.43422923,2.538679217,0.644116851,11.26474491,45.9444256,6.01,0.34,82.29,4.58,4.35,5.133835773,20.6355467,20.90417764,11.52909991,41.79733999,1.369,0.418052383330982,0.557292600063296,-0.139240216732314
"220","MN","Hennepin County",27053,1265843,12.3,0,42,42.9,40.87,2.8,76067,5.0948934,10.3,43976,2.4,9.810633215,3.786899477,3.734842878,0.037661059,13.76984294,2.125886816,0.399730702,11.79707233,52.1102553,6.74,0.77,71.73,11.65,6.21,6.785245437,16.67938101,18.59285017,8.723519267,49.21900412,3.874,0.272462230594112,0.704556668328992,-0.432094437734881
"221","MN","Olmsted County",27109,158293,13.5,0,36,42.6,51.35,2.6,76001,4.086379178,7.1,39667,2.48,3.341895994,4.438244368,2.94244171,0.022123622,11.90742493,1.514239009,1.313897322,7.792431263,64.24453977,4.22,0.21,83.43,4.68,5.39,5.603023332,19.79567377,18.93448802,11.67385127,43.9929636,3.38,0.434338239317175,0.54156590250041,-0.107227663183236
"222","MN","Ramsey County",27123,550321,12.1,0,30,43.2,40.68,3,62937,6.267373316,14.6,34049,2.52,7.252632291,3.914898462,4.043710791,0.032736835,12.33644926,2.034309626,0.37078024,11.60236132,54.09904316,7.17,0.62,66.88,10.78,11.61,9.886729907,20.93619554,18.78537083,8.465639366,41.92606436,4.945,0.261425718890319,0.714987988931572,-0.453562270041253
"223","MN","Washington County",27163,262440,15,0.00550964187327824,30,42.9,40.04,2.8,95840,2.115292882,4.2,43789,2.68,8.675933778,5.413517201,4.576527414,0.098078979,13.7472807,2.013937539,0.644519007,14.60565613,45.05733564,3.41,0.41,85.71,3.52,5.05,4.049661108,21.13359943,20.54575488,11.0614709,43.20951368,0.925,0.442267336587004,0.5346072212296,-0.0923398846425959
"224","MS","DeSoto County",28033,184945,13.2,0.00274725274725275,39,62.5,79.47,4.4,68126,3.70436168,9,29190,2.83,4.835817486,6.519330706,13.17457598,0.468277083,16.72548684,1.010793216,0.527668323,10.24498886,42.58922963,5.01,0.21,70.42,21.78,1.25,10.31778571,29.67628253,25.56678908,10.35616773,24.08297496,0.388,0.609353687965586,0.370698247822894,0.238655440142692
"225","MS","Harrison County",28047,208080,17.1,0,41,67.6,62.5,5.2,45355,10.52484645,20,24445,2.51,4.854553445,7.54730428,4.904441198,0.332585017,14.0956657,1.183052418,0.479872667,6.755039257,51.06486596,5.31,0.38,67.2,21.9,2.81,12.92171021,29.40061721,25.43669104,9.989213806,22.25176774,1.492,0.617175245501878,0.365491333289396,0.251683912212483
"226","MS","Hinds County",28049,231840,12.4,0,44,66.5,67.12,5.2,44776,9.900586352,19.4,23114,2.62,4.771505376,5.158640012,5.459639558,0.235688323,13.11998334,1.927154324,0.415530819,7.956610632,53.29111767,1.48,0.14,27.97,68.83,0.75,13.02284881,24.84135472,24.20158807,8.877005348,29.05720305,0.827,0.250930722320368,0.734097873062451,-0.483167150742083
"227","MS","Jackson County",28059,143617,18.3,0.00273972602739726,39,68.4,64.47,6,51771,8.324448804,17.9,25341,2.74,4.457291751,7.004315609,4.662486768,0.599299731,12.21887468,0.978747659,0.66769807,17.19241104,47.27790897,4.57,0.37,69.93,21.31,2.14,11.12127671,31.52050736,25.26381452,11.30425742,20.79014399,1.795,0.664463687457664,0.318089449499295,0.346374237958369
"228","MO","Boone County",29019,180463,17.5,0,38,54.6,47.64,2.4,55136,9.900528721,16.8,29365,2.39,8.398393574,4.488353414,3.891834003,0.115662651,13.90629183,2.038018742,0.882463186,5.444712182,56.9145917,3.01,0.32,80.96,9.19,3.76,5.840087208,21.21617138,19.72605337,7.232570264,45.98511778,3.355,0.423898736398736,0.549140049140049,-0.125241312741313
"229","MO","Cass County",29037,105780,28.7,0,37,54.7,57.39,3,71374,3.314829814,8.1,31675,2.58,7.258048598,9.822151162,5.645368232,0.151990683,14.44898443,2.171295474,1.040247922,10.54262648,44.4661574,4.01,0.51,89.55,3.46,0.63,7.633951107,33.07708949,24.82873008,8.314703973,26.14552535,0.205,0.647941053511706,0.331870122630992,0.316070930880714
"230","MO","Clay County",29047,249948,22.3,0,40,53.5,48.51,2.9,68943,3.357619066,7,33342,2.62,7.674657616,4.67904746,6.984711234,0.125082658,14.84739119,1.929619095,0.525825187,10.76985588,47.71624561,5.9,0.46,84.08,5.06,2.03,6.841408788,28.84984561,23.22488056,8.345499842,32.73836519,0.666,0.51043304442636,0.469309230538283,0.0411238138880768
"231","MO","Franklin County",29071,103967,19.8,0,1,55.3,54.24,3.2,58738,4.666975433,9.2,28773,2.5,6.134664333,10.18732103,4.245545657,0.147152402,14.49053452,1.594813872,1.622653516,19.79796373,39.0311804,1.38,0.29,95.96,0.83,0.4,11.95638374,32.76156353,24.88045027,10.31301576,20.0885867,0.094,0.708913104219056,0.27137934246065,0.437533761758406
"232","MO","Greene County",29077,293086,22,0,39,56.3,57.84,2.7,44799,7.904929641,15.5,26378,2.27,6.621490523,5.413897456,4.820960572,0.063709946,16.37562805,2.121251611,0.532122844,8.649349145,52.5404341,2.98,0.61,89.54,2.81,1.63,8.388956553,28.15430191,25.60086373,7.669887938,30.18598986,0.866,0.589774330042313,0.388349788434415,0.201424541607899
"233","MO","Jackson County",29095,703011,20.3,0,38,54.2,52.41,3.7,55864,6.897747069,13,30237,2.41,7.657955144,6.270201704,5.875113828,0.100372104,14.31538952,2.393220083,0.312753658,8.869984668,49.809293,8.37,0.4,63.28,23.65,1.58,9.703469547,28.37217537,23.76786926,7.281654871,30.87483096,0.934,0.37991310953183,0.600012610226894,-0.220099500695064
"234","MO","Jasper County",29097,121328,16.1,0.00273972602739726,37,57.1,64.06,3,46596,6.84020928,16.6,24086,2.58,3.729160058,6.129498431,6.312784181,0.287265165,15.44006204,1.938599274,0.964012548,17.37689895,45.28215431,6.84,1.38,86.04,1.84,0.99,12.96712037,34.33182384,22.3974035,7.399520211,22.90413208,0.898,0.720660146699266,0.258805776283619,0.461854370415648
"235","MO","Jefferson County",29099,225081,24.2,0.00547945205479452,39,56.3,56.19,3.1,65150,4.567526762,8.7,28844,2.62,7.23120665,10.25190605,4.847063511,0.232709756,14.24238034,1.63892863,0.424672667,11.35207085,46.60261866,1.56,0.28,95.43,0.81,0.64,11.16842634,31.78690909,25.17102183,11.71230509,20.16133765,0.22,0.660273549979432,0.321566913478678,0.338706636500754
"236","MT","Cascade County",30013,81366,26.4,0.00275482093663912,21,39.8,19.02,3.4,50054,5.452968461,13.4,29212,2.3,6.651494216,6.952233872,5.80346257,0.56083882,15.38107237,1.782763012,2.733750576,3.817497087,48.40824731,3.33,4.03,87.42,1.18,0.82,8.278882876,31.62953176,24.39501167,9.652663397,26.0439103,0.856,0.584555597342359,0.387514103046258,0.197041494296101
"237","MT","Flathead County",30029,103806,26.1,0.00273972602739726,37,38.9,31.91,4.7,54382,4.497627398,11.2,30068,2.53,7.697343413,9.226253326,3.877180386,0.948177556,15.90995481,1.186805761,3.524517464,5.988934409,48.08886261,2.28,1.03,93.96,0.2,0.57,6.07963733,29.92607993,23.6024486,10.51484176,29.87699238,0.004,0.635948753692456,0.336453251020611,0.299495502671844
"238","MT","Gallatin County",30031,114434,22.6,0,25,37.8,26.1,2.3,67569,6.03060306,9,34331,2.4,5.261483862,11.00174099,3.046738985,0.602651667,14.87712602,1.198607205,3.058457212,6.567229142,51.52002143,2.76,0.8,93.33,0.31,1.13,3.286321513,18.77018279,22.50709683,6.40892774,49.02747112,1.558,0.443257303480778,0.518047184191757,-0.0747898807109793
"239","MT","Missoula County",30063,119600,16.4,0.010958904109589,40,40.1,29.06,3.2,56207,6.558682953,12.7,30636,2.31,5.556421204,6.586369161,5.528374209,0.523543894,14.7760915,2.418274175,2.178316557,3.616504098,54.90199134,2.62,2.42,91.02,0.38,1.12,4.498794619,21.26266947,23.44790938,8.256214843,42.5344117,1.121,0.366001722557164,0.602297668991193,-0.236295946434029
"240","MT","Yellowstone County",30111,161300,31.2,0.00276243093922652,21,43,19.45,3.2,59975,4.228783007,10.9,33007,2.37,6.341656758,8.39897939,6.300782798,1.845521205,15.54077487,2.248067776,1.232411811,5.036167261,49.27170036,4.7,3.63,88.17,0.58,0.62,6.271715501,30.31994946,23.71936605,8.729863808,30.95910518,0.307,0.605719330478042,0.366006132114864,0.239713198363179
"241","NE","Douglas County",31055,571327,17,0,38,49.9,41.19,3.3,64580,5.49619728,11.6,33734,2.51,10.72229684,6.849115908,5.319436175,0.032539012,14.11016186,2.345578156,0.605087163,8.125406738,49.17752454,11.18,0.49,71.94,11.44,2.63,9.966271925,21.29995815,22.07429045,7.735285885,38.92419359,2.666,0.430892456787445,0.5436826498879,-0.112790193100456
"242","NE","Lancaster County",31109,319090,12.4,0,31,50.2,41.54,2.8,58618,5.615553668,12.4,30929,2.42,7.845785463,6.16669419,4.346646536,0.051310481,13.05645333,2.017622496,0.96251386,8.75993772,50.9347944,5.85,0.59,84.34,3.38,3.47,6.517860869,21.91868714,21.58431749,11.20112256,38.77801194,3.033,0.445835321057151,0.523442419616449,-0.0776070985592978
"243","NE","Sarpy County",31153,187196,14.7,0,29,50.1,42.25,2.9,79358,2.597247972,5.7,34928,2.72,9.492882468,7.00360934,5.59074987,0.079852645,14.459717,2.176250759,0.818755789,6.623510748,47.62624703,7.28,0.35,83.82,3.85,2.09,4.752978862,21.08611859,24.1732228,9.896685851,40.09099389,1.407,0.540361564770825,0.428367968563201,0.111993596207624
"244","NV","Clark County",32003,2266715,17.5,0.0136986301369863,54,63.5,10.95,4,57155,6.592537626,14,29256,2.76,5.942171989,6.485667584,5.706952916,0.1680421,13.63642706,1.568492605,0.148506957,3.413467289,59.40806522,29.14,0.45,47.97,9.98,8.46,14.34954463,28.56705932,25.36060807,7.862620131,23.86016785,1.153,0.443111124821339,0.536603222588971,-0.0934920977676323
"245","NV","Douglas County",32005,48905,50.4,0,13,48.1,19.16,3.9,70495,3.656945672,7.2,36390,2.31,6.367935795,7.925285434,3.449099508,0.171977261,11.44604213,1.30893804,1.265943725,8.861606077,49.43868533,10.86,1.61,83.18,0.37,1.49,6.251368513,24.07762207,29.16028027,11.62962557,28.88110357,-0.06,0.633846153846154,0.339076923076923,0.294769230769231
"246","NV","Elko County",32007,52778,44.1,0,14,44.3,17.91,3,79134,4.354590894,8.3,33091,2.91,2.338466241,7.359290818,3.62233006,25.0085973,11.2643766,1.306789958,1.509304192,1.792059914,41.05689504,22.86,4.68,69.09,0.67,0.89,14.7762183,29.6156858,28.22119149,9.150051202,18.2368532,-0.436,0.762097691992534,0.207447534938772,0.554650157053763
"247","NV","Washoe County",32031,471519,22.3,0,46,48.4,16.01,3.2,63636,5.713104644,10.4,33546,2.5,5.58068847,7.205933829,5.986556722,0.392132536,15.57231411,1.617269783,0.489168723,7.370319333,51.24618391,22.24,1.37,66.02,2.16,5.05,11.74037513,23.91919687,25.6075387,8.277936464,30.45495283,-0.079,0.463072395713526,0.508158101387314,-0.0450857056737871
"248","NH","Hillsborough County",33011,417025,20.8,0,37,46.9,45.45,2.6,78714,3.481334118,7.4,39478,2.53,6.827414668,6.331288016,4.037981499,0.053839753,15.23398045,2.580303549,0.443176812,13.62946681,47.80080181,5.3,0.19,87.65,1.85,3.22,8.177791344,26.3218323,18.37956523,9.810505285,37.31030583,3.316,0.452843663434903,0.529536011080332,-0.0766923476454294
"249","NH","Merrimack County",33013,151391,18.2,0,27,45.2,44.52,2.3,74351,3.760958074,7,36148,2.47,6.51291934,7.523391739,2.874204427,0.140730786,14.84012476,1.723001242,0.761974795,9.284428329,50.16735553,1.6,0.24,94.27,0.99,1.58,6.323939008,27.81192466,18.71406316,11.58570552,35.56436765,2.331,0.441788022739662,0.539933472025988,-0.0981454492863262
"250","NH","Rockingham County",33015,309769,12.1,0.00273972602739726,37,47.4,43.74,2.7,93645,2.319872062,5.3,45242,2.52,6.998856905,6.979228007,4.124377937,0.066391862,15.95309848,2.332374981,0.52362973,13.48620781,45.92527163,2.08,0.14,94.17,0.61,1.66,5.240144993,25.05527866,18.67059357,10.29497055,40.73901223,0.896,0.48183650593386,0.502978239998392,-0.0211417340645311
"251","NJ","Atlantic County",34001,263670,11.8,0.00273972602739726,37,55.9,46.05,5.1,60826,5.700568002,12.8,31366,2.63,4.805624872,6.153773718,4.0075647,0.054930395,13.47599542,1.313621169,0.380589168,4.469764741,59.66774958,16.84,0.18,58.59,14.89,7.44,13.11015573,32.10164902,20.13399287,7.285997098,27.36820528,2.565,0.458826126273667,0.525544534715646,-0.0667184084419791
"252","NJ","Bergen County",34003,932202,8.7,0.0136986301369863,44,53.6,54.91,2.9,100181,3.164356673,6.8,48426,2.72,9.514236378,5.450451018,5.034934479,0.034241252,15.53964633,3.243885941,0.094951201,7.966447775,50.27393001,16.05,0.1,62.54,5.18,14.42,7.776264229,23.49082046,14.55608055,5.903400293,48.27343447,3.204,0.41092148112411,0.574854259638966,-0.163932778514855
"253","NJ","Camden County",34007,506471,9.9,0.0136986301369863,44,56.2,50.82,4,67135,5.802557954,12.9,34280,2.67,7.13671018,5.340411864,6.262802565,0.023433491,15.34530057,1.951848216,0.147469385,7.262766202,51.88417391,14.24,0.17,60.28,18.45,5.07,11.57431524,30.07117387,19.52949844,7.033347819,31.79166463,1.872,0.324575770240099,0.659132752758858,-0.334556982518759
"254","NJ","Essex County",34013,798975,7.2,0,41,54,58.05,4.5,62875,7.199870822,14.9,37141,2.73,7.82845983,5.883517483,7.445892078,0.013108965,12.60012306,3.020412531,0.114235266,6.753792236,52.14906766,20.3,0.19,33.19,39.33,4.5,14.25226136,28.14875651,16.99333385,5.819869158,34.78577912,4.629,0.218571085195664,0.772694759217054,-0.55412367402139
"255","NJ","Gloucester County",34015,291636,9.2,0.00357142857142857,37,56.2,48.42,3.7,81315,3.541528702,7.6,37888,2.74,6.859525953,6.620539311,5.646313309,0.111030621,15.36555478,2.050004401,0.572755523,7.621168936,50.47289567,4.76,0.13,81.06,9.68,2.61,7.143644306,32.98869921,18.95287329,9.039632925,31.87515028,0.587,0.480475979083671,0.49985875136204,-0.0193827722783694
"256","NJ","Hudson County",34017,672391,5.4,0,41,55.3,55.57,3.3,73337,7.149936823,14.3,38147,2.59,11.30064874,4.990663435,7.974674923,0.011351446,13.88877853,3.382163472,0.060730239,6.907638956,48.4743656,42.23,0.15,30.82,11.24,13.22,15.82742441,25.67277547,13.23689692,4.399394029,40.86350916,10.022,0.262311445431969,0.724480751263685,-0.462169305831716
"257","NJ","Mercer County",34021,367430,7.5,0.00547945205479452,41,54.8,52.46,3.2,79979,5.399389198,10.9,42155,2.71,8.406286315,4.557578441,4.574732998,0.03541586,12.39167727,2.240606497,0.352498478,7.972442034,52.47800343,15.09,0.15,54.54,19.47,8.88,11.99751305,24.46778875,16.10703573,5.453121404,41.97454106,4.346,0.291389943743194,0.691400100438431,-0.400010156695237
"258","NJ","Middlesex County",34023,825062,7.4,0.00828729281767956,40,54.9,53.58,3.1,87666,3.830227613,8.2,38140,2.8,8.664560817,5.075245909,7.505357094,0.031563088,14.25714546,2.982958398,0.07964748,9.232203227,48.56671524,18.4,0.15,49.23,8.84,21.3,10.19917734,25.74689298,15.04523231,6.337989679,42.67070769,5.456,0.381873981878773,0.602222032941878,-0.220348051063105
"259","NJ","Monmouth County",34025,618795,8.2,0,37,55.2,52.2,3.2,99223,3.387640086,6.7,48959,2.64,10.21052398,7.212084944,4.773755584,0.028812878,14.00527497,3.512321463,0.171294141,5.864845439,50.04796869,9.67,0.1,76.69,6.97,4.92,6.832119674,24.04378367,16.87790773,7.337811,44.90837793,0.7,0.506905573614525,0.479111498718254,0.0277940748962711
"260","NJ","Morris County",34027,491845,6.3,0,36,51.4,60.42,2.8,112396,2.129363779,4.7,55826,2.68,10.67619197,4.887964234,3.680219062,0.03518447,13.34065068,3.527243106,0.196956543,10.45055243,50.04990841,11.47,0.07,75.07,2.87,8.91,5.675361664,20.17552247,13.91170565,6.640764209,53.59664601,2.119,0.469013050110163,0.511373568126759,-0.0423605180165959
"261","NJ","Ocean County",34029,607186,11.7,0.00573065902578797,38,55.3,50.18,3.7,68483,4.470090777,9.7,34784,2.6,6.596192854,8.278982681,5.415041348,0.026915275,16.61608675,2.071696052,0.258230613,5.184506163,50.05500078,8.29,0.08,85.95,2.88,1.72,8.205518647,33.89805116,20.79451819,7.949602741,29.15230926,0.355,0.635280936903713,0.348526313946771,0.286754622956942
"262","NJ","Passaic County",34031,501826,5.3,0.0036101083032491,39,51.4,56.62,4.3,71959,7.040721137,13.6,30800,3.03,6.213606052,5.866987052,6.941171053,0.023861453,15.81595703,2.224975825,0.048978772,12.874719,46.88315005,37.04,0.15,45.32,11.07,4.9,16.60176598,34.10063259,15.95235879,5.277521744,28.06772089,4.601,0.410150225114786,0.575478090313378,-0.165327865198591
"263","NJ","Union County",34039,556341,6.5,0,42,54.7,56.81,3.7,80737,4.151916797,7.8,40201,2.89,8.4925379,5.761734451,9.198552242,0.032871113,14.03453611,2.575737546,0.054308796,9.012401699,47.15968572,27.34,0.1,45.35,20.82,4.57,13.77083178,28.72039835,16.63983281,5.795312783,35.07362428,4.473,0.314917670769679,0.670147732058998,-0.355230061289319
"264","NM","Bernalillo County",35001,679121,22.6,0.010958904109589,51,53.7,11.22,4.4,51372,7.624429725,16.5,29415,2.52,5.377022967,6.453188998,3.317332555,0.283953007,13.30391221,2.040971722,0.642463506,4.284993639,57.87438173,47.86,3.96,41.48,2.46,2.21,11.21102185,23.23551006,23.47542541,8.141141919,33.93690075,1.579,0.36567587140653,0.610085330142637,-0.244409458736106
"265","NM","Dona Ana County",35013,218195,17.1,0.0657534246575342,51,62.5,9.57,5.7,38409,11.43694735,24.9,21300,2.71,4.166195591,6.595816846,4.491803279,0.40700961,12.48615037,1.329564726,2.512153759,4.067834935,56.32221594,65.72,0.73,30.11,1.35,0.97,20.62179364,22.62217936,21.67020251,7.603471553,27.48235294,1.098,0.396921624859331,0.5803051753972,-0.183383550537869
