"","State","County","FIPS","Population","Age.Adjusted.Rate","per_unhealthy_days","Median.AQI","Avg_Temperature","Total_Precipitation","UnempRate2019","MedHHInc","Deep_Pov_All","PovertyAllAgesPct","PerCapitaInc","AvgHHSize","PctEmpFIRE","PctEmpConstruction","PctEmpTrans","PctEmpMining","PctEmpTrade","PctEmpInformation","PctEmpAgriculture","PctEmpManufacturing","PctEmpServices","HispanicPct2010","NativeAmericanNonHispanicPct2010","WhiteNonHispanicPct2010","BlackNonHispanicPct2010","AsianNonHispanicPct2010","Ed1LessThanHSPct","Ed2HSDiplomaOnlyPct","Ed3SomeCollegePct","Ed4AssocDegreePct","Ed5CollegePlusPct","Net_International_Migration_Rate_2010_2019","per_gop","per_dem","per_point_diff"
"406","TX","Jefferson County",48245,251565,15.9,0.0191780821917808,43,69.8,84.37,5.8,48121,9.553363394,18.7,26205,2.54,3.926234384,12.42363295,5.066900843,1.056627291,13.84474472,0.899880079,0.649651096,11.3301795,46.27158815,17,0.3,44.6,33.5,3.38,15.97935405,32.56993699,24.24246003,7.625301923,19.58294701,2.08,0.502116340683351,0.486315033935338,0.0158013067480129
"407","TX","Johnson County",48251,175817,15.8,0.0198863636363636,38,65.4,37.7,3.2,62635,4.907960152,10.7,27667,2.85,4.772529895,7.865588884,6.383859977,2.270024718,21.21718218,1.135680406,0.678736055,10.61259937,41.00073485,18.1,0.49,76.55,2.52,0.63,15.21129666,33.76245886,25.43904886,7.261066469,18.32612915,0.066,0.75866953683772,0.228650788139713,0.530018748698007
"408","TX","Lubbock County",48303,310569,17.4,0.00303030303030303,25,60.8,21.74,2.8,50377,9.419994191,17.6,27089,2.58,5.946454816,6.641336666,4.408368382,1.381636426,15.8515689,1.744654625,1.190645509,5.304400241,53.91971609,31.89,0.37,57.32,7.16,2.03,14.2158382,26.26326378,24.11062962,6.357032971,29.05323543,1.18,0.652979606031249,0.331346101299153,0.321633504732096
"409","TX","McLennan County",48309,256623,16.6,0,38,66.4,38.5,3.3,48858,8.856173563,18.9,24826,2.69,5.994827023,7.61910647,4.613306733,0.469628623,15.01840556,1.292361473,0.825381132,11.59064627,48.13163726,23.61,0.3,58.87,14.43,1.33,15.71310503,27.58041511,23.07543623,9.975072317,23.65597131,1.081,0.609004715099569,0.375244193063383,0.233760522036187
"410","TX","Montgomery County",48339,607391,18.2,0.0136986301369863,38,69.1,55.02,3.4,77598,3.754180648,9.3,39618,2.86,5.372704934,9.347384808,6.370858198,5.399795485,14.36714946,1.265624762,0.388425085,9.084491995,45.23816792,20.78,0.4,71.23,4.07,2.05,12.63883538,22.29321255,22.9154944,7.489279844,34.66317782,2.643,0.712401133169522,0.273997885437888,0.438403247731635
"411","TX","Nueces County",48355,362294,15,0.00273972602739726,42,73.6,19.5,4.1,53034,6.361873001,16.2,27649,2.73,5.378981969,9.713829942,4.630927636,2.320902016,13.76710011,1.478585585,0.477352927,6.643060859,49.58609272,60.63,0.26,32.88,3.58,1.62,17.60988553,28.87382018,23.98788236,7.992257701,21.53615423,1.552,0.507540411895,0.478541244482147,0.0289991674128532
"412","TX","Parker County",48367,142878,15.9,0,37,64.8,36.96,2.9,73718,3.396659561,8.3,34705,2.9,5.754165837,9.523335325,6.856203943,3.087034455,13.64270066,1.614884153,2.184159862,11.16477461,41.60359822,10.61,0.66,85.27,1.58,0.54,10.94919848,28.83537734,24.78641312,8.670938404,26.75807267,0.385,0.815008932324506,0.170988335435057,0.644020596889449
"413","TX","Potter County",48375,117415,26.5,0.0219178082191781,22,58.3,24.36,2.7,41912,7.656936874,19.7,22267,2.59,4.732412562,9.143758193,5.49233429,0.851112335,15.38841499,1.04679218,0.788418793,13.34802515,44.52381405,35.26,0.5,49,9.77,3.86,22.5710916,31.61577775,23.72166164,7.296553532,14.79491548,4.178,0.68485339575643,0.297740163860628,0.387113231895801
"414","TX","Randall County",48381,137713,22.4,0.00564971751412429,41,57.9,23.37,2.4,69600,3.041623021,8.5,33814,2.65,6.829178051,6.718180783,6.148964026,1.138433515,15.58942395,1.329121129,1.324852004,6.682604736,49.43362933,16.38,0.49,78.16,2.24,1.35,8.133316466,21.92154202,28.08018309,9.854975791,32.00998263,0.914,0.785416086835513,0.19794662460958,0.587469462225933
"415","TX","Smith County",48423,232751,23.1,0.00274725274725275,36,65.4,53.65,3.3,56848,6.697037482,15,27141,2.85,4.630663809,7.469234562,4.624626438,2.319356819,16.07148248,2.493434359,0.657067246,7.51954599,51.15062235,17.21,0.35,62.11,17.74,1.22,14.77710831,24.24343744,25.87972788,9.273222291,25.82650408,1,0.690282288283787,0.29592805395953,0.394354234324257
"416","TX","Tarrant County",48439,2102515,12.7,0.0383561643835616,44,65.7,39.18,3.3,66059,5.332987033,12.1,32092,2.86,7.902680712,7.227264479,7.99280973,0.997735245,15.16693919,1.80729233,0.161610653,10.22488142,45.0957884,26.7,0.39,51.8,14.51,4.61,14.38320601,23.9644411,22.5852975,7.604974093,31.4620813,3.218,0.490885914289856,0.493073534468196,-0.00218762017834018
"417","TX","Travis County",48453,1273954,12.6,0.00547945205479452,44,68.4,35.9,2.6,76255,6.398848769,12,41049,2.57,7.210975807,7.407829745,3.470901027,0.442771319,11.82143907,3.281249062,0.272174576,7.619237671,52.99632099,33.46,0.25,50.54,8.08,5.7,10.89301551,16.77854723,18.13636214,5.601916628,48.5901585,4.805,0.264335650586795,0.714116022144707,-0.449780371557912
"418","TX","Webb County",48479,276652,7.6,0.00273972602739726,41,73.2,14.3,3.7,44919,13.12406432,25.7,17326,3.65,4.500965631,6.20160126,14.47602798,3.1200195,16.70541691,0.855005344,0.240939006,1.979074869,45.8721617,95.74,0.04,3.33,0.19,0.53,32.72084144,26.36322909,16.07122559,6.423809619,18.42089426,2.747,0.378642338114245,0.611430325891486,-0.232787987777242
"419","UT","Cache County",49005,128289,20.5,0.0383561643835616,44,42.8,33.32,2.2,60315,6.335864442,12.9,22666,3.18,3.810960111,4.985257735,2.999288304,0.462602094,12.54956451,1.538617955,2.287592775,17.02816281,51.79618396,9.96,0.47,85.47,0.53,1.86,6.879658865,20.31997656,26.84808437,8.180072263,37.77220794,1.995,0.660610376752184,0.289208108248945,0.371402268503239
"420","UT","Davis County",49011,355481,18.6,0.0164383561643836,44,48.9,31.53,2.4,84381,2.674367394,5.7,29703,3.29,7.289657382,5.542326131,5.754066739,0.33740269,14.07729475,1.895612508,0.3983488,10.22826517,45.95839328,8.4,0.36,85.83,1.12,1.71,4.511499055,20.89176555,26.42174514,10.67505356,37.49993669,0.745,0.612937402513317,0.337920480296654,0.275016922216663
"421","UT","Salt Lake County",49035,1160437,22.2,0.0438356164383562,51,48.9,27.67,2.5,73619,4.404754803,9,31648,3,8.864890925,6.837396358,5.350289531,0.621376532,13.87787168,2.295260508,0.266378552,10.55767807,47.85414387,17.09,0.64,73.99,1.42,3.25,9.572595028,22.75143731,24.19259719,8.985988684,34.49738178,2.925,0.425322677507276,0.535697325264471,-0.110374647757195
"422","UT","Utah County",49049,636235,17.3,0.00273972602739726,46,46.2,23.35,2.4,75296,5.103803675,9.4,24528,3.58,5.69533029,6.915227542,2.852122748,0.319832988,15.10718677,3.300111812,0.563143799,8.991355966,53.34301624,10.8,0.46,84.15,0.47,1.34,5.830019383,16.30843753,26.96859031,10.78522491,40.10772787,1.418,0.677769966254218,0.267270106861642,0.410499859392576
"423","UT","Washington County",49053,177556,19.6,0,44,54.6,22.79,3,57069,5.087482497,9.7,26601,2.9,5.026353397,8.990887718,4.496212179,0.401063356,18.28756704,1.940777848,0.62233969,6.464649569,50.05916069,9.76,1.06,85.64,0.46,0.69,7.468482885,23.27777995,28.91183014,12.59416104,27.74774599,0.066,0.743777355320748,0.226911004023166,0.516866351297582
"424","UT","Weber County",49057,260213,22,0.00649350649350649,42,45.4,32.32,3,68106,4.676226662,9.4,26492,2.97,5.192704604,7.734299313,4.04953456,0.58632745,13.77448296,1.481824691,0.519775915,16.43485953,40.61160019,16.74,0.55,78.12,1.19,1.2,9.656681892,29.44121521,28.07619971,9.002680227,23.82322296,0.905,0.591778683081782,0.365167531092407,0.226611151989376
"425","VA","Chesterfield County",51041,352802,13.1,0,39,59.9,42.89,2.7,80734,3.468950877,7.6,36641,2.73,9.668697793,6.933883678,5.84779814,0.130284146,13.78129558,1.469443756,0.183896649,7.518432901,47.23376781,7.23,0.27,65.39,21.56,3.23,7.944159755,23.38783524,20.6530544,8.160318383,39.85463222,1.574,0.457740676070707,0.524489415550019,-0.0667487394793117
"426","VA","Fairfax County",51059,1147532,7.8,0.00547945205479452,44,57.7,45.09,2.3,122035,2.874669965,6.1,54725,2.88,6.731215706,5.605858463,3.329311281,0.06278326,8.715918826,2.737938747,0.109707208,2.569372233,58.74583897,15.58,0.17,54.6,8.88,17.45,7.864749652,12.81271051,12.79304156,5.425671958,61.10382632,7.356,0.280283877281662,0.698946278687733,-0.418662401406071
"427","VA","Hanover County",51085,107766,19.1,0,41,59.2,43.4,2.4,91028,2.729088518,5.2,39604,2.66,10.48793351,8.334697292,4.895702621,0.201865896,14.81441068,1.809518613,0.831105534,5.826831797,46.50553767,2.12,0.32,85.51,9.21,1.33,6.934413226,25.55838517,20.34122379,7.980907054,39.18507076,0.565,0.624487437823214,0.356602364479265,0.267885073343949
"428","VA","Henrico County",51087,330818,9.9,0,37,60,43.75,2.8,68581,4.843283651,9,37999,2.54,11.8898089,4.999064393,5.754566931,0.097069212,13.36455921,1.943138493,0.166070217,5.682057399,49.73686057,4.89,0.27,56.95,29.14,6.5,8.545528984,21.73251333,19.81006969,6.972418274,42.93946973,4.363,0.346378963920678,0.636476806150083,-0.290097842229405
"429","VA","Loudoun County",51107,413538,9,0.0029673590504451,37,56.3,45.01,2.3,140382,1.781972018,3.6,53408,3.06,7.316826777,5.252625351,3.627144898,0.063980142,9.871702978,3.760877827,0.433429384,4.133213391,57.17563752,12.35,0.17,62.39,7.02,14.66,6.486335048,12.37945974,14.25816223,6.08517705,60.79086594,5.643,0.365059458690219,0.615364089975185,-0.250304631284966
"430","VA","Prince William County",51153,470335,8.4,0,36,58,41.9,2.5,106200,3.116880238,6.4,39262,3.22,5.408652822,8.709490494,4.951895628,0.012782384,12.57743994,1.894349334,0.163614517,3.024738174,51.24628246,20.26,0.24,48.67,19.53,7.46,11.48057319,20.70384415,19.8053197,7.88372764,40.12653532,4.788,0.356149366822184,0.626438243238503,-0.270288876416319
"431","WA","Benton County",53005,204390,17.9,0,37,50.8,8.34,5.2,69212,5.542153641,9.8,31580,2.71,3.417216404,8.631268164,5.802232781,0.104949947,14.0310006,1.509664621,4.246436315,6.948609125,50.55127555,18.66,0.73,74.46,1.16,2.64,9.859817555,24.27117887,25.40747002,10.50650676,29.95502679,1.392,0.585880251958111,0.375666048741665,0.210214203216445
"432","WA","Chelan County",53007,77200,27.4,0.00273972602739726,24,42.7,31.22,4.9,57243,4.958976349,10.9,29204,2.66,4.568644972,5.433372726,6.592107918,0.311301992,16.32894244,1.297091632,11.68247197,4.698354135,44.61706973,25.83,0.71,70.67,0.24,0.79,16.68580102,27.1681812,20.38878403,9.09497772,26.66225604,0.286,0.52523899690574,0.446797210548192,0.0784417863575486
"433","WA","Clark County",53011,488241,17.3,0.00274725274725275,31,51.6,51.18,4.7,73971,4.235800945,8.8,34163,2.69,6.229967677,8.707307701,7.316290319,0.070070749,14.19588165,1.801948419,0.558305644,11.4283131,45.68115549,7.56,0.7,81.76,1.89,4.06,7.651531137,23.91215382,27.53681572,11.09139506,29.80810425,0.477,0.458611561965556,0.509522408978842,-0.050910847013286
"434","WA","Cowlitz County",53015,110593,22,0,18,49.7,58.04,6,58624,7.319687168,12.2,27264,2.51,4.146358207,7.324775177,6.684057573,0.102972472,14.68387451,1.064048878,2.450744834,16.24676781,42.97384499,7.79,1.33,85.76,0.56,1.44,11.5025665,30.71697181,30.14602948,11.03318602,16.60124619,0.258,0.571068347710683,0.397113470471135,0.173954877239549
"435","WA","King County",53033,2252782,13.5,0,40,47.9,59.5,2.8,94822,4.551725948,9.2,49298,2.46,5.969861291,4.89460801,4.83434759,0.037482151,14.56534303,3.42880941,0.478853607,9.205650371,53.5513701,8.93,0.67,64.79,6.02,14.5,7.029577717,15.22860534,18.16679946,8.139449422,51.43556806,8.116,0.222358895900643,0.749528916396188,-0.527170020495544
"436","WA","Kitsap County",53035,271473,21.1,0,18,51.9,34.06,4.6,76530,4.598769426,9.1,35826,2.51,4.536228047,6.54752449,4.224693319,0.030888712,13.17800724,1.563851381,0.52510811,10.42979437,48.87829847,6.25,1.4,79.14,2.52,4.81,5.595515651,22.62898843,28.63182146,10.92646791,32.21720654,0.807,0.387989059191288,0.568953564586064,-0.180964505394777
"437","WA","Pierce County",53053,904980,19.5,0.00547945205479452,41,47.1,52.15,5.1,75022,5.431859689,8.7,32874,2.65,5.114510545,7.834812716,7.028517469,0.066729619,15.40623229,1.568271955,0.657979226,9.692666037,45.7400063,9.16,1.15,70.31,6.47,5.85,8.720494177,27.4554331,25.96217282,11.46360688,26.39829302,1.821,0.4260678631532,0.537634593960968,-0.111566730807768
"438","WA","Skagit County",53057,129205,15.5,0,24,46.2,62.02,5.4,70955,5.885045446,9.7,31822,2.55,4.181529925,9.051273736,4.253594206,0.136922135,13.94624005,1.100781897,4.619320434,12.73736173,45.79504918,16.86,1.74,76.73,0.55,1.73,10.3358874,26.31889627,26.07236279,11.01645871,26.25639482,1.354,0.446208953597647,0.520981163940455,-0.0747722103428081
"439","WA","Snohomish County",53061,822083,12.9,0.00274725274725275,30,46.4,63.95,3,87096,3.921464997,7.5,37671,2.68,5.84960991,8.165256832,4.326839299,0.055264848,14.60983515,2.425429796,0.627081767,15.94614914,44.13744517,9.01,1.18,74.27,2.43,8.8,7.781578394,23.79958054,25.98792485,10.56557108,31.86534513,3.084,0.379283311607216,0.585073701674582,-0.205790390067366
"440","WA","Spokane County",53063,522798,16.8,0.00273972602739726,37,46.2,18.86,5.2,59408,6.130798363,13,29982,2.43,6.772208336,5.879613971,4.858753091,0.222270054,15.94414257,1.618705826,0.972980571,8.214328072,50.64418781,4.51,1.37,86.72,1.64,2.08,6.2940952,23.60914311,26.63623697,13.08220455,30.37832017,1.213,0.502914395965203,0.459550485732661,0.0433639102325424
"441","WA","Thurston County",53067,290536,14.4,0,30,50.6,35.09,4.8,72400,5.204270284,8.7,33901,2.51,5.044200946,6.742718101,4.123051643,0.098750997,13.53678672,1.510495256,1.933149525,5.372054258,44.8313728,7.05,1.19,78.89,2.54,5.08,5.980772738,21.27608577,26.27361071,10.72297632,35.74655446,1.904,0.388243900698253,0.574589315664886,-0.186345414966634
"442","WA","Whatcom County",53073,229247,21.8,0.0273972602739726,34,44.8,57.82,5,62262,7.321592316,14.9,30586,2.49,4.874867919,6.980551933,4.469342878,0.139934697,14.84545307,1.980028368,2.557853954,10.78449105,48.32221154,7.83,2.52,81.87,0.89,3.47,7.713877128,23.33090318,24.07046519,10.99388722,33.89086729,1.83,0.364225941422594,0.603520415524455,-0.239294474101861
"443","WA","Yakima County",53077,250873,12,0.0273972602739726,38,45.8,23.49,7,51377,7.324564441,16.5,22459,2.98,2.820087036,5.296610169,7.347495801,0.042945488,14.965071,0.914261719,16.31833104,8.801916323,38.96014659,45.01,3.73,47.7,0.72,0.97,26.91446157,28.19398193,20.4723258,8.426223188,15.9930075,-0.086,0.525557992785338,0.448878816545903,0.0766791762394353
"444","WV","Berkeley County",54003,119171,19.3,0.00719424460431655,40,54.6,44.73,3.5,59619,5.162303386,11.5,28736,2.61,5.363366704,6.16240267,6.694475343,0.450500556,16.28290693,2.163515017,0.704486466,9.555061179,42.87727104,3.8,0.23,85.8,6.94,0.83,11.15628578,37.49597931,21.74002548,8.616497047,20.99121238,0.045,0.645755311923935,0.333482099543999,0.312273212379936
"445","WV","Kanawha County",54039,178124,15.4,0,40,56.9,47.04,4.6,41926,7.580576179,17.1,28405,2.3,5.842922719,4.733698044,5.160032698,1.45507137,12.97113752,2.249889958,0.208765642,5.412815192,52.18134943,0.94,0.2,88.56,7.23,1.03,11.86048594,37.50970091,19.25258194,6.462300758,24.91493045,0.361,0.564150576333836,0.417586693254219,0.146563883079617
"446","WI","Brown County",55009,264542,14.4,0,35,43.8,46.61,3.1,62097,4.464834228,8.6,31213,2.43,7.059685097,5.781764921,6.122299524,0.032954962,14.51263274,1.424386672,1.537165873,18.02636397,42.77041377,7.25,2.41,83.75,2.13,2.68,8.047824428,30.24235977,19.44428385,12.66144791,29.60408404,1.226,0.526819750446128,0.454883798440462,0.0719359520056659
"447","WI","Dane County",55025,546695,9.3,0,38,45.9,45.87,2.4,71789,6.131722504,10.8,38757,2.35,8.123588334,4.465079979,2.848629754,0.01851907,11.62336181,2.989506963,1.220274413,8.715867866,55.07505184,5.93,0.27,81.85,5.06,4.69,4.354807094,17.87900975,17.18602265,9.832979729,50.74718078,3.028,0.228544248544771,0.754616564817527,-0.526072316272757
"448","WI","Eau Claire County",55035,104646,21.4,0,34,42.3,44.75,3.1,60111,6.43934413,12.9,29524,2.43,6.906413098,4.078787445,4.877743619,0.38964753,17.93272324,1.285121899,1.065274898,12.63137199,47.95524416,1.83,0.44,92.08,0.85,3.32,6.467338317,25.31996224,21.36279926,15.05021898,31.7996812,1.001,0.434851994851995,0.542599742599743,-0.107747747747748
"449","WI","Fond du Lac County",55039,103403,21,0,36,44.1,43.87,2.9,59428,3.931551407,9.5,30454,2.39,5.190576876,7.267556088,4.559998503,0.361132421,12.66395973,1.760754449,2.971390079,22.38272552,38.58690568,4.3,0.42,91.9,1.21,1.11,8.276530856,36.62670583,20.55148764,11.88987112,22.65540455,1.235,0.624513108941328,0.359609439136434,0.264903669804894
"450","WI","Kenosha County",55059,169561,15.3,0.00547945205479452,40,46.9,49.34,4,65013,5.895939629,12,30740,2.58,4.434685061,5.659116405,5.342864644,0.087118409,16.93558011,1.373606702,0.784065685,18.46432919,43.11167864,11.77,0.31,78.05,6.4,1.41,9.83359492,31.0489049,23.37340372,10.07437397,25.66972248,0.284,0.506795284996281,0.475478374540783,0.0313169104554983
"451","WI","Manitowoc County",55071,78981,24.6,0,36,43.7,42.15,3.4,56466,4.444869587,10.4,28803,2.27,4.526759106,5.652291703,5.479890648,0.165012438,10.94746694,0.825062188,3.452946827,29.55446642,37.05391227,3.15,0.49,92.35,0.51,2.49,8.742679259,38.52864102,20.99931409,11.80112207,19.92824355,0.666,0.607151620602735,0.375158937295055,0.23199268330768
"452","WI","Marathon County",55073,135692,18.4,0,34,41.2,44.37,2.9,63442,3.567167651,7.5,31879,2.41,8.412948185,5.16185231,4.397549736,0.160166348,14.61307182,0.928683826,3.252500843,20.50410251,40.26778689,2.23,0.42,90.26,0.61,5.3,8.325821959,34.47506224,18.1882565,13.42819126,25.58266804,0.423,0.581412620031009,0.401401936131125,0.180010683899884
"453","WI","Milwaukee County",55079,945726,11.3,0.00821917808219178,42,46.7,42.77,4,49771,8.525680011,19.1,28121,2.44,6.40184828,3.828859755,4.994932488,0.026590817,12.72915509,1.762404507,0.388618258,14.93880843,51.55610771,13.3,0.55,54.34,26.25,3.38,12.19727406,28.16454237,21.33441867,7.797066104,30.5066988,2.095,0.292735270855893,0.691263718186988,-0.398528447331095
"454","WI","Outagamie County",55087,187885,12.7,0.00547945205479452,37,43.8,46.66,3,65993,3.21566291,7.2,32098,2.49,6.721700485,7.127918435,3.968668932,0.041225089,13.92000322,1.545438092,1.22167032,22.2665755,40.50515816,3.6,1.54,89.63,0.95,2.95,6.278527805,32.31838637,19.84731598,12.62295082,28.93281903,0.864,0.540491751680213,0.441271222528744,0.0992205291514691
"455","WI","Racine County",55101,196311,15.3,0.00492610837438424,39,46.5,47.61,4.1,60349,5.404694381,12.6,30386,2.49,4.931541582,5.618238675,5.859110886,0.082403651,13.86494253,1.031102096,1.116675118,22.18771129,42.06706389,11.54,0.31,74.42,10.86,1.06,10.03240139,31.58947218,23.30118254,10.390245,24.68669889,0.368,0.511775370827893,0.471193318991837,0.040582051836056
"456","WI","Rock County",55105,163354,14.5,0,38,46.6,48.64,3.7,57675,5.401701413,10.9,28103,2.46,3.493044046,6.197579228,3.955100196,0.110491688,16.04012857,1.924815429,1.599618301,22.83160062,40.49269248,7.56,0.24,84.53,4.84,1,9.440201703,36.38780283,21.17787847,11.20692805,21.78718895,0.245,0.435074976569822,0.546602624179944,-0.111527647610122
"457","WI","Waukesha County",55133,404198,10.6,0.00273972602739726,40,45.8,42.25,2.9,87333,2.277098668,5,44301,2.5,8.158675986,5.685499895,3.510600996,0.118282335,14.54545455,1.720937843,0.302484864,18.15610463,45.55225695,4.14,0.22,90.57,1.21,2.74,3.879424265,23.12011143,19.58534233,9.577127755,43.83799421,0.955,0.595714115136047,0.387714742011075,0.207999373124972
"458","WY","Laramie County",56021,99500,28.2,0,43,44.7,17.75,3.5,63839,3.928447996,9.1,32920,2.44,4.753899517,7.428765986,6.909539719,2.236503309,15.46613325,2.172664014,1.455535931,3.60053625,43.2787862,13.06,0.65,80.8,2.25,1.02,6.844649862,25.79742755,25.76550005,12.94128379,28.65113875,0.413,0.620048019207683,0.338290871904317,0.281757147303366
"459","WY","Natrona County",56025,79858,40.5,0,42,42.1,14.94,3.9,64714,4.379896225,9.9,33082,2.4,4.695744784,7.525294089,5.840635136,7.486566297,15.42092269,1.471656097,1.558793629,5.3444353,46.65972794,6.93,0.81,89.05,0.82,0.63,7.549075417,28.99719044,28.62074664,12.15821657,22.67477092,0.647,0.717885347423442,0.242315777512641,0.475569569910801
